"","logFC","logCPM","PValue","FDR"
"YLR367W",0.374327147847583,8.35104736986426,2.48978889444157e-08,1.33563743321947e-07
"YKL101W",0.644073017567828,7.37275891451289,2.51199543641879e-08,1.34632943816033e-07
"YLR266C",0.947645998451569,6.1407005168985,2.51450949838785e-08,1.34645725809601e-07
"YBL091C",0.334972034910404,8.64434942776354,2.54254336079832e-08,1.36023770938912e-07
"YGR194C",0.902143065104112,6.21734561166813,2.59256442868347e-08,1.38574559390425e-07
"YOR257W",1.08117035537151,5.65917844364693,2.59989680530794e-08,1.38841059539775e-07
"YBR215W",1.05555278336212,5.7130033699165,2.65386901783703e-08,1.4159551829163e-07
"YOL145C",0.797027785134982,7.04680602389071,2.67864985603663e-08,1.42788929713232e-07
"YPR011C",0.803949853471241,6.19206761403766,2.70217521799746e-08,1.4391332821684e-07
"YHR198C",1.10120079117769,5.51779700815994,2.70501184386165e-08,1.4393484784289e-07
"YMR253C",1.11276198213577,5.64652732458265,2.71399107256996e-08,1.44282885681909e-07
"YDR226W",0.278372351469391,9.21948539166806,2.75008552835754e-08,1.4607052128628e-07
"YBR210W",1.27214112528114,5.1005239501461,2.80540419980071e-08,1.4887512690781e-07
"YGR007W",0.632321694350191,7.08698178557219,2.8359602787275e-08,1.50361800799558e-07
"YJR014W",0.55788800075847,7.26624859498135,2.85990743946516e-08,1.51495723539081e-07
"YAL056W",0.624856836016295,7.23060876207769,2.8952266391437e-08,1.53229481429457e-07
"YKL188C",1.18060449362131,5.47046103583772,2.9089782469577e-08,1.53819698724296e-07
"YKR030W",0.987134678430512,5.69691009624939,2.92092771362749e-08,1.54313654299409e-07
"YKR099W",1.17380251215467,5.27572074555665,3.04139144289261e-08,1.60534461798355e-07
"YNL263C",0.685488500287898,6.95099209406718,3.07047770664396e-08,1.61874921018026e-07
"YJL140W",0.609784963291956,7.1660667653963,3.0722585145047e-08,1.61874921018026e-07
"YPL222W",0.81888105176524,6.1802344442156,3.09321591066902e-08,1.62834150742247e-07
"YKL171W",0.754168742084828,6.51603440398426,3.16738431901556e-08,1.66590337916578e-07
"YIL011W",-1.23948239830239,5.07754989442215,3.2994750202141e-08,1.73383602971642e-07
"YJL096W",1.20658424671071,5.16724199701733,3.41526384756928e-08,1.79308928004147e-07
"YER010C",0.893809686857567,6.32960054664556,3.44420417829775e-08,1.80668050735708e-07
"YNL010W",0.468325722748146,7.72170857096211,3.51618743404111e-08,1.84280611578576e-07
"YGR246C",0.820397637985128,6.42988957092969,3.68438092875218e-08,1.92924619074572e-07
"YER025W",-0.379690045746019,8.17736421923904,3.74667988435068e-08,1.96013305709133e-07
"YJL036W",0.766536756447885,6.56580522086285,3.75288407471378e-08,1.96164444081991e-07
"YHR110W",0.689922921097311,6.74313341069207,3.80740905277221e-08,1.98838829349101e-07
"YMR139W",0.772829902330983,6.81366249525932,3.89562177735229e-08,2.03266261521989e-07
"YLR304C",-0.302587147239654,8.83574761881787,4.05042676070761e-08,2.11157490247638e-07
"YLR220W",0.540821947850089,7.30071331738528,4.1172276636568e-08,2.14451021882546e-07
"YCR097W",1.68763592899597,4.82735891642994,4.16569533365924e-08,2.16784690318925e-07
"YOR355W",0.804485972696593,6.48984523835132,4.19107610011605e-08,2.17913860143995e-07
"YDR358W",0.687843846187728,6.92658414915066,4.2558746359857e-08,2.2108876401341e-07
"YGR050C",1.77148030196656,4.46229020952298,4.27337054280236e-08,2.21802925454049e-07
"YDR495C",1.15068127234035,5.30833452211874,4.28036806971299e-08,2.21971409890375e-07
"YDR084C",0.844404442133767,6.37674124812899,4.29126256580211e-08,2.22341511399747e-07
"YNL336W",1.07939220037379,6.02777358304234,4.31558665672034e-08,2.23406178896013e-07
"YDR078C",1.75716454760038,4.45270576495818,4.32025717164343e-08,2.23452462278096e-07
"YBR081C",0.839534170650196,6.42200688293897,4.32660527817487e-08,2.2358535747564e-07
"YHR132C",0.437189912823516,7.97337955528242,4.34706411786161e-08,2.24446582769521e-07
"YNL041C",0.836584730821658,6.14773274912541,4.38890668644384e-08,2.26409423397456e-07
"YGR230W",1.65131944279736,4.60061991912731,4.41600702890058e-08,2.27609003397254e-07
"YPR098C",0.951198764298837,5.87784791896051,4.45494340342009e-08,2.29416014952452e-07
"YPL107W",1.22613371320519,5.23655075249773,4.47970554046184e-08,2.30365435308884e-07
"YKL192C",0.539119016867753,7.35206448752321,4.48116640257776e-08,2.30365435308884e-07
"YOR142W-A",3.61894180224397,3.54774456556276,4.52234116202735e-08,2.32078860847492e-07
"YPR158W-A",3.61894180224397,3.54774456556276,4.52234116202735e-08,2.32078860847492e-07
"YJL031C",0.906183720196142,5.91719316801368,4.57786830734735e-08,2.34724842067368e-07
"YHR045W",0.753064487882792,6.44471077233003,4.66054271917909e-08,2.38756980687296e-07
"YOR103C",0.951349120545362,5.90628391745412,4.69654075862253e-08,2.40393007515307e-07
"YPL244C",0.763281231325698,6.38757801741615,4.8292853646444e-08,2.46973910999144e-07
"YOL008W",1.66205940822903,4.7103059341401,4.85750597384752e-08,2.48202615261276e-07
"YMR238W",0.401293503657242,8.12821643077596,4.91127757242256e-08,2.50733644486836e-07
"YMR265C",0.966822721994616,6.47196742243453,4.9255902443266e-08,2.51247564445522e-07
"YDR284C",0.659654969183271,7.02128014630351,4.93935434512189e-08,2.51732641344412e-07
"YPR027C",0.971473839573149,5.76902929243862,5.0538678221175e-08,2.57347124814709e-07
"YIL050W",0.727969605926169,6.49754294066951,5.07227339186765e-08,2.58062267065184e-07
"YOR202W",-0.661770777064469,7.19896782003048,5.131734909168e-08,2.6086319121604e-07
"YPR127W",0.746032802632756,6.49262215687568,5.15146663770253e-08,2.6164144287799e-07
"YPL161C",1.10866060140869,5.41694698030055,5.18755498948065e-08,2.63248395135137e-07
"YJR127C",0.527635999738362,7.655235770814,5.22411278487123e-08,2.64876395442014e-07
"YNL064C",-0.361813427855542,8.41229312385745,5.32097032641757e-08,2.69556347786068e-07
"YFR010W",0.502357108742635,7.46717621698725,5.34468436438431e-08,2.7052606829822e-07
"YOL088C",0.852450970491014,6.17160763327916,5.40509356933797e-08,2.73349902989511e-07
"YOR017W",1.0895420984436,5.44663019663887,5.42048099390665e-08,2.7389398839407e-07
"YMR275C",0.655140083241622,6.9186423368925,5.43009551343644e-08,2.74134646098576e-07
"YMR042W",1.16828617857807,5.46085847182068,5.43533207652849e-08,2.74134646098576e-07
"YDR371W",1.00085555178599,5.5817137059346,5.43914271623675e-08,2.74134646098576e-07
"YPL265W",0.377471751591496,8.25150995934798,5.47492738862653e-08,2.75703364753219e-07
"YER008C",0.637410289477463,7.14949588234198,5.61028737947907e-08,2.82279510411375e-07
"YGL192W",0.731097501344395,6.55060189238953,5.63004072680522e-08,2.8303271861093e-07
"YDR498C",0.905052924482568,6.15035342985808,5.66306485007069e-08,2.84451228504824e-07
"YLL066C",-2.12670245391454,4.67738585344536,5.70568408067353e-08,2.86348877907933e-07
"YIL107C",0.779436039831801,6.49957843043152,5.77923339613991e-08,2.89794271228473e-07
"YPL014W",0.920956061721236,5.94143940326681,5.802151106279e-08,2.90508498418264e-07
"YBR275C",0.920074415346253,5.94158166415171,5.80329635170506e-08,2.90508498418264e-07
"YMR046C",2.55426250010477,4.37205421539727,5.83699020013179e-08,2.91948191159593e-07
"YPL157W",1.32114689004355,4.94313571863647,5.93186854877341e-08,2.96443126715306e-07
"YLR095C",0.659691973783745,6.93922212841863,6.22944172299828e-08,3.11051533122201e-07
"YHL032C",0.460083386405452,7.74433678897964,6.2854824687692e-08,3.13585158243738e-07
"YPR022C",0.803859474020659,6.1921744931256,6.39518922122163e-08,3.18789676680441e-07
"YPR073C",0.958341266751543,5.69285487639092,6.43309947173286e-08,3.20409508200702e-07
"YDR235W",1.21808664009328,5.11908474224763,6.58571596037675e-08,3.2773491452943e-07
"YGL185C",1.28632905143369,5.33449957919316,6.96257210932378e-08,3.46197808158561e-07
"YNR015W",0.783346865972357,6.22117452433335,7.01484168610567e-08,3.48503931626257e-07
"YLR066W",0.732415869864616,6.67225377939364,7.06611040808949e-08,3.50592815493362e-07
"YBR202W",0.700873875005849,6.7781452597749,7.06873802405917e-08,3.50592815493362e-07
"YEL066W",0.952649854415512,5.68886227010283,7.35168766713372e-08,3.64321071410639e-07
"YER038W-A",2.46635955816118,3.78316555839773,7.37711892867748e-08,3.65275420091922e-07
"YDL247W",2.2338429183789,4.8563766925205,7.44679894364574e-08,3.68417302253778e-07
"YGR002C",1.2178483055303,5.11913713063367,7.48886508086416e-08,3.7018892801565e-07
"YNL248C",-0.894442143293514,5.74297553352385,7.69101952619942e-08,3.79864461907529e-07
"YFL038C",0.250906050994342,9.35333061562801,7.80324302967504e-08,3.85085813232587e-07
"YER028C",0.8815563572433,5.8853698715113,7.82378398071108e-08,3.85777748448896e-07
"YPL183W-A",1.65311088594033,4.49116104209007,7.89134601011731e-08,3.88364322341052e-07
"YLR020C",0.764856564746515,6.26037114048584,7.89217944714113e-08,3.88364322341052e-07
"YKL149C",1.2821273352783,5.19643170723292,7.89593171837563e-08,3.88364322341052e-07
"YGR237C",0.663469166677736,7.1400663959775,7.93648171254906e-08,3.90034570541136e-07
"YBR234C",0.404330766194619,8.11371528491441,8.17041884310457e-08,4.01198077134023e-07
"YDR103W",0.933699432993486,6.07010410156495,8.21659619098281e-08,4.03131008806345e-07
"YNL215W",0.625313500442824,6.87257368974045,8.23570753865088e-08,4.0341075292029e-07
"YDR410C",1.02519852352115,5.5228206220518,8.23593357322478e-08,4.0341075292029e-07
"YPL112C",0.935392161457844,5.86720133244665,8.43950515498895e-08,4.13040132357896e-07
"YGR024C",0.807249385284171,6.30119137122256,8.45797644303508e-08,4.13602038127592e-07
"YGL172W",0.609027662409519,7.015275978752,8.62623967706124e-08,4.21481917169045e-07
"YOL082W",0.605659563309339,7.276902597111,8.90182306200239e-08,4.34588177045117e-07
"YBL017C",0.373642490895969,8.23850277428537,8.97477904576569e-08,4.37436563824428e-07
"YGR148C",0.410170177091888,8.95445491048877,8.97495332910015e-08,4.37436563824428e-07
"YAL026C",0.642991913571719,7.02147444898035,8.98898049230015e-08,4.3775965080609e-07
"YDR227W",1.04870129578333,5.63372196670374,9.06840734118742e-08,4.41264524981957e-07
"YCR082W",0.736767029650246,6.44250130406347,9.23372037571714e-08,4.48939387535894e-07
"YLR442C",0.876351633424668,6.15355099906338,9.30983772401621e-08,4.52268553472939e-07
"YER032W",1.13923976218323,5.324473091301,9.44052553558806e-08,4.58241095931703e-07
"YOL031C",0.831868811677326,6.18890608789028,9.47765180140313e-08,4.59666112368052e-07
"YHR103W",0.675094757903241,6.6301046693398,9.56703163048302e-08,4.63621016851499e-07
"YKL186C",0.733472113607124,6.35694423938828,9.64975333189622e-08,4.67247057813666e-07
"YEL025C",0.836714662843332,6.38193461995986,9.7533773945429e-08,4.7187844679894e-07
"YBL113C",0.659446193605879,7.35866680512696,9.94993466880972e-08,4.80994799308392e-07
"YOR023C",0.641514652103727,6.90294330493169,9.96930025873172e-08,4.81537548007474e-07
"YMR297W",0.250929031549477,9.77991680452601,1.00565443056446e-07,4.85355405028542e-07
"YBR006W",0.847106818770821,6.29037489570147,1.01177330291154e-07,4.87903623754342e-07
"YBR012W-A",6.45142231663979,2.94518355315387,1.01258348820404e-07,4.87903623754342e-07
"YOR086C",0.37941227625938,8.31823098746995,1.02704145318621e-07,4.94306789029953e-07
"YCR028C-A",0.640184911977676,7.06495929596177,1.0277120871082e-07,4.94306789029953e-07
"YGR047C",1.04337185934917,5.53668544248965,1.02837866705404e-07,4.94306789029953e-07
"YPL226W",-0.371508246458118,8.13917842365525,1.02992035197872e-07,4.94646000215752e-07
"YGR100W",0.645232534705551,7.04570227994877,1.07130400988221e-07,5.14104284385484e-07
"YFR003C",0.74460156200403,6.42009659382728,1.07839301762736e-07,5.17086830251306e-07
"YGR198W",0.750322440810645,6.50435504455978,1.09839029870057e-07,5.262490200333e-07
"YIL088C",0.489653045220059,7.56467722476729,1.10693614571626e-07,5.29914334482453e-07
"YPR018W",1.08209903621131,5.79921863180398,1.11144861483483e-07,5.31644418268207e-07
"YOL013C",0.665851830325368,6.87364888516907,1.12198094302309e-07,5.36248888519192e-07
"YDR374W-A",1.95167043466588,4.33081231503092,1.14433498751122e-07,5.46491535198056e-07
"YER003C",0.523728027507381,7.28486436278582,1.1652982091342e-07,5.56053992213471e-07
"YDR513W",0.570013821920644,7.24294929485659,1.16891778444386e-07,5.57331710761829e-07
"YOR020W-A",0.955161252165486,5.86709339812708,1.19040437946504e-07,5.67119381102628e-07
"YPR109W",0.890818484348378,5.81916129957218,1.20004485416496e-07,5.71252244738058e-07
"YAL013W",0.552321765953728,7.23037808385832,1.22020252889951e-07,5.80380897387329e-07
"YCL048W",2.67820823988206,3.60172865990493,1.23215937667945e-07,5.85597351952798e-07
"YIR028W",1.79112449987908,4.4131248493149,1.24755774973197e-07,5.92439743592619e-07
"YDR479C",0.680401922767783,7.13534187118128,1.260290157042e-07,5.98006163529872e-07
"YIL006W",1.31503935301868,5.13090757650827,1.26379586760575e-07,5.98889422633476e-07
"YJR073C",-0.423983799897167,7.73441576564199,1.26417591493867e-07,5.98889422633476e-07
"YOR337W",1.67907241262749,4.50992156479445,1.274766593068e-07,6.03423514494671e-07
"YDL076C",0.767369533529329,6.20966804428755,1.27594728335504e-07,6.0349960636385e-07
"YGL160W",0.860881125437929,6.00605297020606,1.28621293964516e-07,6.07869166444121e-07
"YKL114C",0.800528291927872,6.08665495078137,1.29585726735564e-07,6.11938344049747e-07
"YOL112W",0.841306362931222,6.08035944337871,1.29808588337669e-07,6.12501927586912e-07
"YPR063C",0.5543598011449,7.43206713477639,1.30114842727037e-07,6.13457788379186e-07
"YIL040W",0.88062880897368,5.82663737257518,1.30692553021873e-07,6.15289217168068e-07
"YOR184W",-0.422601620485179,7.72636062517596,1.30711263474778e-07,6.15289217168068e-07
"YMR256C",1.04085214193781,5.43201708951792,1.31326027641982e-07,6.17691657835937e-07
"YEL052W",0.548574650918646,7.24147588948825,1.32446158089902e-07,6.22465383175498e-07
"YML004C",0.500113788598152,7.62441817176534,1.32835123757719e-07,6.23797958154302e-07
"YFL048C",0.669654904577013,7.02948990775847,1.35987488468839e-07,6.38095138199935e-07
"YMR081C",-0.978977462693994,5.6221058966362,1.36430381601681e-07,6.39666060172065e-07
"YLL001W",0.683039082579302,6.6129509058324,1.39160052380951e-07,6.51947767171882e-07
"YGL228W",0.434394045864092,7.78975039990457,1.40628126803828e-07,6.58304292957475e-07
"YDR329C",0.630903318255955,6.90105422093534,1.41055339133275e-07,6.5978216731351e-07
"YDR004W",1.10665850732478,5.52252081847207,1.45318824821091e-07,6.79187588046126e-07
"YMR270C",0.966087516385027,5.78052747111006,1.46417855451054e-07,6.83784096846004e-07
"YFL005W",0.431984035497416,7.91217987275871,1.49700765577487e-07,6.9856421918138e-07
"YLR127C",0.977421096670753,5.545917865981,1.50242132832816e-07,7.00537982641271e-07
"YBR165W",1.16558467234966,5.27029363989477,1.50694621795826e-07,7.02094548949529e-07
"YOL165C",6.30253669488135,2.82988133156266,1.52447813018788e-07,7.09703941488725e-07
"YJL146W",0.885224680828254,5.78478738910143,1.55011529462737e-07,7.21071713703628e-07
"YER162C",0.741297074388188,6.44469950471202,1.56426940701694e-07,7.27084216914316e-07
"YDL133W",0.885785843672637,6.2175713616406,1.58474873419363e-07,7.36024981179257e-07
"YJL170C",1.69038476393254,4.5192532529352,1.58821114946776e-07,7.37054538933392e-07
"YPL259C",0.760301283299729,6.28790914871437,1.62019467428047e-07,7.51308141670654e-07
"YBL095W",0.935603903484423,5.67660501971029,1.64566925540068e-07,7.62523491323872e-07
"YIR017C",1.02923331888767,5.402220907974,1.68183159827404e-07,7.78669606180555e-07
"YNR060W",0.901090040810675,5.7653480069439,1.6868072070599e-07,7.80362646143349e-07
"YNL206C",0.804765325484001,6.28741209158212,1.69133625024625e-07,7.81755299631138e-07
"YBL011W",0.508017417429389,7.55230819239818,1.69245992703648e-07,7.81755299631138e-07
"YKR087C",0.9449116799948,5.74944647179184,1.70186171262463e-07,7.85484848174722e-07
"YDL225W",0.708550968280345,6.55991986628647,1.72060282836274e-07,7.93515739315848e-07
"YKL092C",1.14756567119997,5.55447249068953,1.77184388054642e-07,8.16510922211308e-07
"YLR381W",1.24360932909076,5.275439667358,1.7740302572012e-07,8.16882259288677e-07
"YDR159W",0.873239866528705,5.94862814913452,1.78594133846524e-07,8.21727441656206e-07
"YKL052C",0.820409252124656,6.37661475966845,1.81227172050332e-07,8.33194387740335e-07
"YPL169C",0.665917523177635,6.69112005419771,1.8275755321307e-07,8.39577983200104e-07
"YPR006C",1.07712351692276,5.76464014245716,1.83128116119232e-07,8.40627667243982e-07
"YMR033W",0.749996687608912,6.5232269799684,1.84597815150212e-07,8.46717265305275e-07
"YGR258C",0.737507400993105,6.47867498542456,1.85481707633565e-07,8.50088339311051e-07
"YOR288C",1.32921654038805,5.11263415884532,1.85620100454602e-07,8.50088339311051e-07
"YOR075W",1.40344910941395,5.25841259783924,1.86522784162112e-07,8.53561727677661e-07
"YNL135C",0.259596906405342,9.14816510304467,1.90786466091979e-07,8.72398392477772e-07
"YJL173C",0.826341754141408,5.94189317519801,1.94497973837978e-07,8.88683020231134e-07
"YDL140C",-0.285960085297125,9.02249056957801,1.97873425397888e-07,9.03408223826621e-07
"YNL223W",0.814413985543275,5.97286553359377,2.0090522751005e-07,9.16542969296042e-07
"YOR033C",0.815620710712677,6.18906684104694,2.03133264916405e-07,9.25993473428636e-07
"YNL278W",0.822299893609061,5.95218837473507,2.04692176758032e-07,9.32381531853177e-07
"YLR448W",-0.415110081660831,8.03677232043536,2.11332874906223e-07,9.61889708323171e-07
"YKL040C",0.80767692432372,6.00634734251382,2.11497854528761e-07,9.61900695808362e-07
"YKL041W",0.824834916133406,6.0675790406149,2.13060297094626e-07,9.68262502234178e-07
"YDR285W",1.66510150941673,4.55595543940932,2.13701936832922e-07,9.7043312374551e-07
"YDL018C",1.16857414775617,5.29753626243069,2.17358530199383e-07,9.86280999378642e-07
"YDR051C",0.902746446460794,6.04801558417007,2.18219651442199e-07,9.89429637995015e-07
"YDR505C",0.708079206460592,6.63859849100067,2.21177529690995e-07,1.00207308053723e-06
"YLR084C",0.846577076153756,5.96913474303156,2.25955069502496e-07,1.02293507746463e-06
"YGL009C",0.381666232490915,8.68480022761565,2.26278560925491e-07,1.02361639525698e-06
"YDR383C",1.32545098665398,5.04320433116385,2.29867686313437e-07,1.03905813591796e-06
"YJL115W",0.699340123986445,6.7432217681216,2.31401990229925e-07,1.0451950963286e-06
"YGR279C",-0.294719333000817,8.94436898605982,2.31646660512836e-07,1.04550212834054e-06
"YIL159W",1.54675557810073,4.71872234084681,2.37665056048567e-07,1.07184766512147e-06
"YJR065C",0.381348774057469,8.2907882943015,2.40252769956443e-07,1.08269279499792e-06
"YEL011W",-0.275813857487231,9.38194454216026,2.404814779316e-07,1.08289870998575e-06
"YLR145W",1.58616124385968,4.7023689458617,2.42022926534082e-07,1.08901114547693e-06
"YDR225W",0.295546949415023,9.44619008768382,2.45586459564224e-07,1.10420598878534e-06
"YGR012W",0.897042856419759,5.95191081769006,2.5127193553122e-07,1.12891119403055e-06
"YML012W",0.321121375265573,8.6359283061013,2.54419417943318e-07,1.14218489830851e-06
"YLR119W",1.59276609765456,4.5007019770167,2.54964913817975e-07,1.14339733394095e-06
"YFL024C",0.70141397671134,6.43535460064939,2.55120543817831e-07,1.14339733394095e-06
"YKL015W",0.847500207922775,6.28428466294993,2.55269203673482e-07,1.14339733394095e-06
"YKL103C",0.439305339548407,8.01141699080725,2.591710055895e-07,1.15999609687827e-06
"YNL005C",0.781418620508512,6.45408444378398,2.63326749044196e-07,1.17770549818179e-06
"YNL308C",0.661352881807862,6.79433850183724,2.69081642867088e-07,1.20253480426326e-06
"YLR410W-B",-0.847958923260228,7.30432045076094,2.72325513830154e-07,1.21611325685511e-06
"YOR111W",1.47230511806945,4.87197606877472,2.74113260444644e-07,1.22317357620736e-06
"YKL020C",0.637988112221477,6.79052313917673,2.80554166363264e-07,1.25019221974704e-06
"YNL048W",0.850747923691891,5.98623225273383,2.80590716211606e-07,1.25019221974704e-06
"YOL083W",1.13164597043446,5.31913515751759,2.81235139832592e-07,1.2521206338521e-06
"YNL332W",2.63192085468181,3.5662094308919,2.86078953869876e-07,1.27272869928425e-06
"YKL075C",0.965717940734622,5.66379604005524,2.90651150368158e-07,1.29209831459684e-06
"YOR008C",0.413015465366503,7.86115186795313,2.92863066683808e-07,1.30095402820427e-06
"YER118C",0.770585489422218,6.34360567631369,2.99013200623325e-07,1.32727765047878e-06
"YOL086W-A",1.01135874471858,5.5319818805643,2.99613884134002e-07,1.32894704079527e-06
"YKR053C",-0.856122309981452,5.73918146170736,3.02358132206527e-07,1.34011465787717e-06
"YDR122W",0.402410876236747,7.94028224829067,3.07811299344139e-07,1.36326306752939e-06
"YMR066W",1.11722304954357,5.15557036730789,3.09827896652281e-07,1.37116803626892e-06
"YPR175W",1.22411024710801,4.97087748166653,3.10493861080793e-07,1.3730883228812e-06
"YPL060W",1.38685374258515,4.72702304834756,3.15214066876485e-07,1.39292130971483e-06
"YMR004W",0.851809808399405,6.43903224913949,3.16751383396352e-07,1.39867010116135e-06
"YMR021C",1.16376716550185,5.10676339932522,3.23444869898632e-07,1.42716129395243e-06
"YFR042W",1.1467930188656,5.32963373986359,3.23904909602343e-07,1.4281261923376e-06
"YBR286W",-0.189485442052099,10.1399230456757,3.24236234946256e-07,1.42852256305063e-06
"YOR048C",0.626389577008194,7.00752640556215,3.25924567367078e-07,1.4348926079695e-06
"YGL156W",0.787268996104976,6.0773859088767,3.32556309618441e-07,1.46300050855934e-06
"YDR536W",1.67387022520387,4.56505104006878,3.33923219988058e-07,1.46792250569787e-06
"YBR283C",0.340375040789462,8.50321564959721,3.351080674882e-07,1.472037442708e-06
"YMR169C",1.13310004967111,5.2197885414613,3.36952442270033e-07,1.4790412469672e-06
"YIL124W",0.420633293657843,7.91352525217494,3.40322277497595e-07,1.49272566045461e-06
"YLR295C",0.837028757226875,6.28996386803339,3.44441071064607e-07,1.50967245739947e-06
"YLR229C",0.406968126354615,7.98216246567844,3.51533693113897e-07,1.53961869885635e-06
"YGL233W",0.707131861756941,6.30982868031136,3.53581533363875e-07,1.54744225807252e-06
"YHR017W",0.959042017615684,6.10786187332358,3.55717234224114e-07,1.55483479964929e-06
"YHR208W",-0.301960563462851,9.1418423938189,3.55796234362875e-07,1.55483479964929e-06
"YDL047W",0.701307497833534,6.82983691641582,3.6241080398264e-07,1.58257175436552e-06
"YGL003C",0.678134313531911,6.59317191871222,3.68821198123227e-07,1.6093768652619e-06
"YGR136W",0.414682616096625,7.79744920034543,3.69452033441329e-07,1.61094154891108e-06
"YOR245C",0.775667129890302,6.12676839986618,3.71723795800972e-07,1.61965368170424e-06
"YBR132C",0.749695405819285,6.32018181882206,3.76411208778373e-07,1.63819032626572e-06
"YER164W",0.582625178543921,7.12138464057065,3.76531830948349e-07,1.63819032626572e-06
"YPL013C",0.944881696364259,6.01559471442089,3.77244406820541e-07,1.64008461069592e-06
"YOL156W",1.10360408593484,5.24801747100187,3.85047187734585e-07,1.67277842131097e-06
"YMR311C",0.428676265622064,7.96016290518035,3.89078504774626e-07,1.68865720494144e-06
"YKR018C",0.382503607013695,8.03051037582472,3.89273014625675e-07,1.68865720494144e-06
"YDR258C",-0.542150882986156,7.15224076174804,3.95245796722525e-07,1.71331090051808e-06
"YLR238W",1.07056562430699,5.57718962802059,3.99467146083381e-07,1.73034194976234e-06
"YFR005C",1.14663650857397,5.35603630582136,4.1751149209086e-07,1.80718032092291e-06
"YNR006W",0.525250547382517,7.23066792192846,4.18579041458722e-07,1.81047674584157e-06
"YBR008C",0.931589545442762,5.58642291146743,4.23200479573604e-07,1.82825229814607e-06
"YLR166C",0.900145976528784,5.96911502860266,4.23306683870225e-07,1.82825229814607e-06
"YLR038C",1.00516245651848,5.42740154621082,4.24662726434531e-07,1.83277122707011e-06
"YML034W",0.864956846636537,6.43890990420126,4.2942672436184e-07,1.85198099712027e-06
"YLL003W",0.952267495604299,5.52777081261739,4.50191098857185e-07,1.94011706623304e-06
"YOR256C",0.689238088384712,6.77065416466362,4.51083239329678e-07,1.94254696296485e-06
"YCR026C",0.685410846398032,6.57570433089061,4.52187864372881e-07,1.94588770435952e-06
"YBL039W-B",2.21031326710919,3.85877005807763,4.56547550430057e-07,1.96322082550483e-06
"YLR088W",0.935574260582285,6.07344700079963,4.62071955690583e-07,1.98553359609381e-06
"YER142C",1.0072569167571,5.67616477617016,4.63800013168083e-07,1.99151282867602e-06
"YOR231W",0.85698050317358,6.24328776784239,4.66898443843093e-07,2.00336337361826e-06
"YJR110W",0.861772632471097,6.0322387453609,4.68395979921531e-07,2.00833261825775e-06
"YDL056W",0.824184001549675,6.06771402247792,4.82537896959842e-07,2.06747048248471e-06
"YHR190W",0.300818705053633,9.10095826683745,4.90808260957615e-07,2.10138384955587e-06
"YLR450W",0.457287559212029,7.6641547906735,4.93689508712392e-07,2.11219148449112e-06
"YKL219W",1.10507886464043,5.29753576566715,5.02136936147999e-07,2.14678052831482e-06
"YKR069W",0.834268058023764,6.12369312175016,5.26273360844987e-07,2.24834619214425e-06
"YER074W-A",0.946576824088752,5.70119738263251,5.38697465211876e-07,2.29976399831073e-06
"YPL248C",0.912916200586997,5.60853012536495,5.56621655927346e-07,2.37457126036201e-06
"YDL199C",1.15853110477251,5.1313797105985,5.60192906950779e-07,2.38808460405458e-06
"YNL008C",0.840664988800226,5.84169678070117,5.68431229031747e-07,2.4203370787188e-06
"YHR115C",0.791694742353883,5.969556432874,5.68576734733672e-07,2.4203370787188e-06
"YDL115C",0.810761834487947,6.04532555324302,5.77500551159314e-07,2.45655698145914e-06
"YJL200C",-0.738624320902956,5.92338998027036,5.79085831687718e-07,2.46153079460936e-06
"YMR243C",0.404160600636739,7.79967746330115,5.80662733380682e-07,2.46646187610445e-06
"YNL279W",1.50509245536058,4.59213401404621,5.83521865191452e-07,2.47682846222225e-06
"YLR005W",0.780262822545356,6.27929974630954,5.85062489627164e-07,2.48158763521429e-06
"YPL089C",0.434020849671798,7.66565820431519,5.86797821270423e-07,2.48716526393775e-06
"YER157W",1.00218333600709,5.46634557816702,5.89747480413084e-07,2.49787819728291e-06
"YOR211C",0.866553502832769,6.18002070468069,5.9219638670132e-07,2.50645638062354e-06
"YLR154C",1.1767988022621,5.08821486695495,6.01297986930051e-07,2.54315953442824e-06
"YDL002C",1.11635646400941,5.55473319017714,6.02127595207252e-07,2.54484927202951e-06
"YDR337W",0.91304359374573,5.59089160380923,6.0454321891036e-07,2.55323499378487e-06
"YGR216C",0.87761757267191,5.65152038304472,6.09880981346974e-07,2.5739413456705e-06
"YBR110W",0.669798488596146,6.52349604012142,6.10650957983994e-07,2.57535404019337e-06
"YMR162C",0.701540795416792,6.69502860290958,6.12693946544531e-07,2.58212968782336e-06
"YLR406C",0.322249144418031,8.50828180939521,6.14370700373944e-07,2.58704971611961e-06
"YOL025W",1.17700900040995,5.0881671010263,6.14735829113431e-07,2.58704971611961e-06
"YNL204C",1.89978411035584,4.03828952521934,6.26173683831178e-07,2.63331178907539e-06
"YOL163W",2.2830631816642,3.78324972176312,6.34476506096046e-07,2.66633344216641e-06
"YJR043C",1.0812547711867,5.15568476338062,6.38646704416743e-07,2.68195354864008e-06
"YOL049W",0.516224386294564,7.30640614822544,6.40306451195155e-07,2.68548830058114e-06
"YDR217C",0.815156362458064,6.04853186038815,6.40396145364204e-07,2.68548830058114e-06
"YGR113W",0.932720745937867,5.53231259143076,6.48170685765242e-07,2.71616568532078e-06
