"","logFC","logCPM","PValue","FDR"
"YNL079C",0.608441054324374,8.98423050902263,6.55986603084356e-30,1.88421006332531e-28
"YPR008W",1.04930280141701,7.62451496354248,6.79598940686495e-30,1.94260238262898e-28
"YBR070C",2.26241062534427,5.8030495080218,8.3269949274584e-30,2.36878985508516e-28
"YKL032C",0.857683429305052,8.24750470861817,1.31726198181314e-29,3.72930102698008e-28
"YBR230W-A",1.77563719981075,6.2383095237978,6.13568893670472e-29,1.72880340183247e-27
"YHR094C",0.891129838648379,8.11336374509946,8.51744058713389e-29,2.38851639592755e-27
"YOR261C",0.966784865355505,7.85608505327021,1.24234208098706e-28,3.46742362886812e-27
"YDL055C",-0.335348303683331,10.5149251610448,1.27755305077753e-28,3.54895840443694e-27
"YAL053W",0.668946869997742,9.0653535018679,1.29241988574155e-28,3.57348059062278e-27
"YER150W",-1.53210210376795,6.70907649968977,1.60573280457572e-28,4.41912604868582e-27
"YOL105C",1.46759680955058,6.84907695558932,2.42891175075845e-28,6.65364390242489e-27
"YBR298C",1.03127387333333,7.62068699168061,2.49286323944338e-28,6.79736027086934e-27
"YGR244C",0.715978591175116,8.47514912318155,6.60123423621741e-28,1.79172031998617e-26
"YLR056W",-0.693133634697835,8.49210690905689,7.99933490325986e-28,2.16128148961592e-26
"YDR011W",-0.877455571924813,7.71069645076736,9.53814148171019e-28,2.56532650669451e-26
"YJL077C",2.07210252447083,5.85561402090013,1.67437231434992e-27,4.48292352217578e-26
"YJL078C",-0.754219643642906,8.13628034147863,2.01703311752747e-27,5.37602925964416e-26
"YDR233C",0.68689137425578,8.60492486527428,2.36480570370539e-27,6.27468849723084e-26
"YLR256W",-0.709268920578118,9.0084661135742,2.93596112904377e-27,7.75539375024642e-26
"YOR063W",-0.194129950969155,12.0712345692288,4.59032901920002e-27,1.20715452473807e-25
"YML001W",1.11959880987342,7.30813413807986,5.11734460139148e-27,1.33979327462095e-25
"YOL103W-B",-8.95112658417965,4.62788177765115,5.77190370254033e-27,1.5045089959441e-25
"YLR109W",0.300849027527064,11.765830611931,8.04964680599029e-27,2.08902456802827e-25
"YLR264W",-1.35410777369985,6.86170978665354,9.35262225101155e-27,2.41657056153866e-25
"YNL300W",-1.53392310419913,6.08039007491285,1.28898250426433e-26,3.31604759901394e-25
"YDR277C",-1.18986894702412,7.00528425267465,4.99243370384387e-26,1.27879784526598e-24
"YGR130C",0.611284197907409,8.82293714365677,6.54531966493853e-26,1.66933864040695e-24
"YGR055W",-0.888835661082391,7.67385279735429,7.92168189528676e-26,2.01169921778591e-24
"YKL029C",-1.00271949406796,7.44224717522626,8.16015534372159e-26,2.06340338328208e-24
"YOL143C",-0.705301394677734,8.31691492108834,1.00015850286478e-25,2.51827143040464e-24
"YDR335W",0.850276961449482,7.9151713598188,1.3808323821572e-25,3.46202762933227e-24
"YER001W",-1.85302734711733,5.95552200003022,1.39370892762032e-25,3.47956781634154e-24
"YPL134C",1.57482305530444,6.48259992102439,1.63067917839153e-25,4.05408768846331e-24
"YKL109W",-1.27013309685876,7.06610941692889,1.71600153512245e-25,4.24836028590775e-24
"YGL080W",1.56652906931156,6.31818942235881,3.2705244199327e-25,8.0632054136424e-24
"YNL327W",-0.771297070189455,8.19745409280091,3.75696037583171e-25,9.22403922979096e-24
"YLR079W",1.27214566558429,7.06008722100785,4.21963604010818e-25,1.03171844831901e-23
"YOR348C",2.69076718460502,5.22235018674397,5.05443337506873e-25,1.23074412676056e-23
"YDR074W",-0.535079087956675,9.31355596709942,7.34825277235659e-25,1.77561422296154e-23
"YJR009C",0.191571238972499,13.2758513082032,7.35212919766058e-25,1.77561422296154e-23
"YMR031C",0.646255232377184,8.56590687127416,8.06903125468489e-25,1.94083162333213e-23
"YPL016W",2.20954607818461,5.65577550675467,1.02829971690835e-24,2.46333984815657e-23
"YCR002C",1.20548871136243,7.07034971999517,1.7134329334671e-24,4.0880575271471e-23
"YDR525W-A",2.23210389493452,5.56479416015984,2.6897620662244e-24,6.39169564090353e-23
"YER124C",-1.44672425766259,6.03445911884941,2.95633179860536e-24,6.99704610093917e-23
"YLR314C",0.743806824195538,8.17811425371768,3.38436153917486e-24,7.97819411446122e-23
"YNR050C",-0.928483027110758,7.42285736248494,3.98244810902266e-24,9.35085137344725e-23
"YPR158C-D",-2.4427072746689,7.02951165997816,4.09134914862765e-24,9.56858217882601e-23
"YDR086C",1.06736199367419,7.37223957884244,5.8925952473081e-24,1.37269630229614e-22
"YPL257W-A",8.40325829673325,4.63273641877505,6.01757856768012e-24,1.39631421117503e-22
"YLR157C-A",8.40325811035473,4.63273641877505,6.12045340904597e-24,1.41273502999126e-22
"YDR365W-A",8.40325804538966,4.63273641877505,6.15673798225167e-24,1.41273502999126e-22
"YER137C-A",8.40325803961575,4.63273641877505,6.159973597055e-24,1.41273502999126e-22
"YOR382W",-0.491109512702862,9.36160563409816,9.21998713540147e-24,2.10635767877106e-22
"YGL036W",0.972072797889483,7.44855402659028,9.43984432371519e-24,2.14829072551626e-22
"YGR038C-A",8.72528154617033,4.93252800493658,1.19904946770319e-23,2.71830486605354e-22
"YKR058W",-0.956300121340657,7.28299692126219,1.27612939804409e-23,2.88200673596445e-22
"YOL039W",0.455973154223487,9.52221544746766,1.82902692909621e-23,4.1149628667157e-22
"YPR139C",1.40839453668429,6.6121349337203,1.96604217163325e-23,4.40646648846739e-22
"YPL015C",1.1623469011144,7.09358863897602,2.17382090255189e-23,4.85377293599982e-22
"YER063W",1.19970308447895,7.12994290416301,3.10723711251671e-23,6.91185037397043e-22
"YML100W",-0.511291567091355,9.62074004316955,4.52726299248662e-23,1.00328895605031e-21
"YGL252C",0.833548269744876,7.88154605963386,6.1432341516882e-23,1.35632524162459e-21
"YLR250W",0.978929062739123,7.38204313689254,7.00572729284893e-23,1.54099956846792e-21
"YBR054W",-1.77250954758201,5.40891155492313,7.65970296014866e-23,1.67860971908147e-21
"YPL079W",-0.321187924252734,10.3217630653425,8.61218778435601e-23,1.88038063173559e-21
"YHR054C",3.963038627307,4.69203771298196,9.73084370184763e-23,2.11681625675855e-21
"YPR159W",0.641693641131227,8.51409504285873,1.01787493302646e-22,2.20614138414564e-21
"YOR215C",1.2512514242916,6.91642614303599,1.13973466788031e-22,2.4612445364408e-21
"YER042W",1.6291365384238,6.15566433697814,1.19418514803676e-22,2.56945218943038e-21
"YMR072W",0.95613980510455,7.46686520156479,1.34825317324965e-22,2.89043986453557e-21
"YPL232W",0.819534322275263,8.14480814737522,1.35500261307408e-22,2.89442254929939e-21
"YBL005W-B",-1.69258513021554,7.29577224401375,1.74528910705339e-22,3.71470346994062e-21
"YKL100C",0.811217066546809,7.86006282423449,2.1063075723835e-22,4.4670329411445e-21
"YGL031C",0.440280398243114,9.49707810617014,2.13249605606556e-22,4.50642112990712e-21
"YMR006C",-1.07417641454579,6.95472340046085,2.64257007059786e-22,5.56444381057919e-21
"YGL028C",-1.28367018181266,6.26766550919194,3.35390964780874e-22,7.03726361208664e-21
"YER004W",0.803381895491668,7.90206975383295,3.51870614971152e-22,7.35695557874312e-21
"YIR037W",0.92709199750647,7.45521819854748,4.10172755444998e-22,8.54574716185933e-21
"YHR142W",1.03530395063001,7.18461352482475,4.29981888273488e-22,8.92702748390958e-21
"YPR065W",1.53345446823244,6.50141488231773,5.0364865777713e-22,1.04198919862492e-20
"YMR251W-A",-0.692382445555781,8.28886161468379,5.26206000845099e-22,1.08486442752629e-20
"YOR197W",-0.696711131388391,7.99279968144983,9.24338685497165e-22,1.89906666739122e-20
"YLR249W",-0.261760262682681,11.5946268707355,9.5693096082545e-22,1.95922508484574e-20
"YGR037C",0.818853765532489,8.03268715371893,1.00278090194831e-21,2.04601882649246e-20
"YLR325C",0.453012063355036,9.40173185256279,1.04907036267808e-21,2.13310973744543e-20
"YER021W",0.806950952570601,7.89733965413858,1.0791082034558e-21,2.18667234241369e-20
"YDR309C",1.36604417616379,6.74977827931237,1.37405006323882e-21,2.77483079323689e-20
"YDL007W",0.586486182397338,8.64011992596173,1.53611570494092e-21,3.09156347827735e-20
"YOR127W",1.13750663202153,7.18515261385417,1.54886042010234e-21,3.10664647652392e-20
"YLL023C",0.95689952457912,7.48688413468432,1.67940678822157e-21,3.35711147496858e-20
"YPR028W",0.65211574994368,8.39447911846644,1.82440078684979e-21,3.63467321743779e-20
"YMR142C",0.327693750733291,10.2779719966453,2.22081684484733e-21,4.40958834596028e-20
"YAR010C",4.17895618081798,5.82274050468614,2.90231597961503e-21,5.72433455046072e-20
"YPR137C-A",4.17895618081798,5.82274050468614,2.90231597961503e-21,5.72433455046072e-20
"YER079W",1.48226273333595,6.4379524135354,3.39912267329029e-21,6.68192985310918e-20
"YOR222W",0.87359175744353,7.64389769168872,4.38836513078992e-21,8.59799883406753e-20
"YJR027W",-1.52400573197138,6.52248624341458,4.76819930985501e-21,9.31136479089509e-20
"YOR312C",0.379844001427792,9.76689406050642,5.23535678187979e-21,1.0190001999468e-19
"YER159C-A",3.68052726174335,6.06797168602993,5.29354669441761e-21,1.02359201930944e-19
"YMR051C",3.68052726174335,6.06797168602993,5.29354669441761e-21,1.02359201930944e-19
"YPL020C",1.41896669927359,6.33206699173796,6.7714947361288e-21,1.30511186819785e-19
"YDR089W",-1.70501403449334,5.73979796345592,7.22950479130868e-21,1.38886298214849e-19
"YLR192C",0.593419170880238,8.53605798582372,8.34330386673976e-21,1.59764818703881e-19
"YOR142W",0.687989082422607,8.14520872182042,1.33731711006388e-20,2.55255010975741e-19
"YMR280C",1.44025334249584,6.50686748251367,1.58168772519535e-20,3.00927532796813e-19
"YGR155W",-0.509917240760376,8.84996653413664,1.65121328648762e-20,3.13148365902156e-19
