"","logFC","logCPM","PValue","FDR"
"YLL029W",0.528511097867237,7.75690079691157,1.80291698240377e-11,1.34355916686186e-10
"YIL112W",0.805445615121173,6.9849172791715,1.84585813106026e-11,1.3738292530168e-10
"YHR028C",0.560797880749876,7.71303042354806,1.85375204682073e-11,1.37797121369828e-10
"YGL110C",1.05211401701317,6.0074453467679,1.90524824177961e-11,1.41447350647552e-10
"YDR349C",0.611642909660963,7.46046252119736,1.94450996498329e-11,1.44181271463736e-10
"YHL025W",0.518102933538511,7.82125507288419,1.96412318818913e-11,1.45453277903818e-10
"YDR047W",0.645948761917224,7.28787319672728,2.14145706353436e-11,1.5838751806166e-10
"YOR117W",0.44716052400465,8.29921951237864,2.21290482960457e-11,1.63467638910989e-10
"YLR193C",1.37944073952363,5.34522863517469,2.22395680242207e-11,1.64079206981688e-10
"YAR007C",0.824776101723312,6.74789540662612,2.27286613240584e-11,1.67478815758971e-10
"YPL074W",1.11903032746742,6.01848189648415,2.30991428714175e-11,1.69997050211664e-10
"YOR141C",0.914875891910331,6.49208308488388,2.34025685176759e-11,1.71944915280484e-10
"YKR002W",0.793306093577253,6.69750901036424,2.34219370823171e-11,1.71944915280484e-10
"YOL103W-B",-2.27815127086784,5.4693258617058,2.46291776869584e-11,1.8058345027724e-10
"YGR044C",-0.965832249511944,5.78655269543386,2.474050480664e-11,1.81175206610011e-10
"YER155C",0.629961421925792,7.535568989019,2.48430087927604e-11,1.8170096789464e-10
"YMR292W",1.76202395468427,5.117357797843,2.52878526363147e-11,1.84726202529721e-10
"YFL008W",1.11435694580999,6.2254196779349,2.53791939606782e-11,1.85164846689683e-10
"YLR191W",1.23432741203826,5.52155723466922,2.55048969204348e-11,1.85852801820459e-10
"YPL042C",1.08019994663823,5.849250685667,2.65049417161323e-11,1.9290250939035e-10
"YBR115C",-0.619707178477348,7.17618872401844,2.66619832045853e-11,1.9380706955962e-10
"YBR077C",1.12737232877255,6.03830009149594,2.67338040999935e-11,1.94090697987315e-10
"YNL054W-B",-1.00781260543322,6.79867990493955,2.72504422133646e-11,1.97599101196665e-10
"YPL084W",0.762097024094477,6.93057078315369,2.82310060476206e-11,2.04458828376709e-10
"YBL067C",0.848307203362009,6.55885705953347,3.02743666976729e-11,2.18989520476933e-10
"YGR157W",-0.698121895960008,7.02853271027431,3.2971442311569e-11,2.38207599703973e-10
"YDL119C",1.21321870167979,5.50542182592784,3.31976353236089e-11,2.39549278304627e-10
"YPL222W",0.941093519917338,6.21662725361035,3.39429763230134e-11,2.44629221563057e-10
"YHR158C",0.831424153641889,6.85847299534522,3.45883125548625e-11,2.48976940860245e-10
"YHR030C",-0.446085000609532,8.07442954948172,3.51998921633675e-11,2.53071399672717e-10
"YPL215W",0.925527111606497,6.23650643937986,3.52713250935065e-11,2.5327722157558e-10
"YGL020C",0.852802060391835,6.87408987888607,3.65811743304582e-11,2.62364616379783e-10
"YBR057C",0.909078306449258,6.5873683784259,3.66654694152588e-11,2.62650826307611e-10
"YDL244W",3.45801139915421,3.61883915135982,3.69459280644599e-11,2.64339850492635e-10
"YML053C",1.07792411974958,6.05258048817926,3.87135823822275e-11,2.76652496323237e-10
"YOL108C",1.41659663588254,5.39883183493719,3.98921286605342e-11,2.84730669824343e-10
"YGL219C",0.785274547412249,6.82523001213469,4.30424544232055e-11,3.06846027496515e-10
"YBL101C",-0.612044037562397,7.20461116085503,4.37620908577316e-11,3.11600832256556e-10
"YBR129C",1.0973986377999,5.7867947307004,4.51980038021411e-11,3.21438207328448e-10
"YJL002C",0.530343935481911,7.734564382367,4.82181794695102e-11,3.42505363650771e-10
"YKL142W",0.643991962045642,7.42179046234602,5.03349840066207e-11,3.57112830176469e-10
"YKL210W",0.377919819853613,8.66819683589749,5.0806529390238e-11,3.60026628026393e-10
"YNL234W",1.41160616744509,5.69897425718079,5.1628356047726e-11,3.654126587732e-10
"YPR114W",0.577306858083635,7.44423096448611,5.47760393924916e-11,3.87227986959824e-10
"YNL039W",0.839713084268137,6.62215785604548,5.53599065579044e-11,3.90888504896325e-10
"YDR350C",1.19133428156139,6.1644253141828,5.59111680443861e-11,3.94310347221255e-10
"YJR088C",0.932990916896334,6.13477315533206,5.60808720465626e-11,3.95036333213703e-10
"YDL084W",0.337441404801546,8.93179765166555,5.62490793137496e-11,3.95750062187226e-10
"YLR219W",0.568692964533516,7.56998193520861,5.69323583013403e-11,4.00081667540416e-10
"YML069W",0.498080669511204,8.02194803750843,5.74833372968978e-11,4.03474385273718e-10
"YAL016W",0.533254743027281,7.72760930833878,5.8674909307814e-11,4.11350045467222e-10
"YOL130W",-0.642203898777991,7.12859017194606,5.99772396864457e-11,4.19982635768875e-10
"YJL178C",0.721608668705512,6.97574675327731,6.12522254010188e-11,4.28305490223643e-10
"YMR083W",-0.349515750874377,8.87937712659009,6.13105881729636e-11,4.28305490223643e-10
"YDR006C",0.762727112330921,6.85287219970954,6.23495436242365e-11,4.35049822670528e-10
"YNL180C",0.74849095057633,6.97247102397745,6.2681991266216e-11,4.3685434902497e-10
"YHR050W",0.51782167124249,7.7408591693431,6.36511542421661e-11,4.43086917236349e-10
"YOR099W",0.460711475645163,8.21037252610547,6.38116453384827e-11,4.43682145085549e-10
"YNL209W",-0.211063975553491,10.9998350031224,6.60136708322545e-11,4.58454096613204e-10
"YDR003W",0.999955176036917,6.34232722266667,6.69599617233061e-11,4.64480766139275e-10
"YOR011W",1.06136440338381,5.79029931827981,7.00151637427541e-11,4.85105063074797e-10
"YKR013W",0.413475779861017,8.44613785051615,7.19143058886531e-11,4.97680640869193e-10
"YOR281C",0.901925568120816,6.62159100564635,7.25432007361127e-11,5.01297195537383e-10
"YOR003W",1.23037479987178,5.65263734208818,7.26063370923673e-11,5.01297195537383e-10
"YHR018C",-0.452562941770324,8.40038420013682,7.43621411502175e-11,5.12386471304255e-10
"YMR135C",0.55083197128142,7.98631359316067,7.43856648386606e-11,5.12386471304255e-10
"YDL241W",-1.54574091212179,4.44838859689165,7.74009080237835e-11,5.32536247414799e-10
"YBL044W",3.47618263781962,3.63391265744423,7.80603399366947e-11,5.36449513827436e-10
"YKL007W",0.635085892704444,7.3838319223218,7.90608863114176e-11,5.4269520220958e-10
"YBR255C-A",1.34513763516051,5.21656000215896,7.97541602783295e-11,5.46819659753042e-10
"YGL011C",0.432783947686066,8.30315147092807,8.190792418504e-11,5.60438081895536e-10
"YPL147W",1.21986430997024,5.58863697593483,8.19298531079328e-11,5.60438081895536e-10
"YGR026W",0.632327722643586,7.28688809341836,8.3041940176138e-11,5.67389330279686e-10
"YHR205W",0.722737417055984,7.04158755151326,8.76449023694443e-11,5.9814865896194e-10
"YAL011W",1.13256637461203,5.6493542300515,9.00631557743706e-11,6.139443464481e-10
"YNR035C",0.491332035684408,7.91556765426769,9.18713959454313e-11,6.2555011485514e-10
"YGL186C",-0.701556278775143,7.0358909417444,9.42928791356526e-11,6.41299960742133e-10
"YKL101W",0.648506334659913,7.34448355450124,9.76058819996546e-11,6.63070038796735e-10
"YHR163W",-0.665102308946502,6.91800062467137,9.91093102749997e-11,6.72511225799511e-10
"YMR036C",1.42810686965056,5.11284746042229,9.96318251921586e-11,6.75282370746853e-10
"YDR034C-A",-0.494551022669793,8.00435935190245,1.04733181863447e-10,7.09046037855852e-10
"YMR148W",1.27353445771532,5.40371638651259,1.05165907055722e-10,7.11161910912809e-10
"YDL015C",0.59759592610063,7.34980876724469,1.05601682524766e-10,7.13022702566414e-10
"YOR178C",-1.02813520911128,6.05771825404457,1.05682087231831e-10,7.13022702566414e-10
"YPL240C",-0.660112728494732,7.15041045252798,1.1066757456839e-10,7.45808700138002e-10
"YNL305C",0.605302833016392,7.2766030839451,1.13830985705944e-10,7.66254769535916e-10
"YDR281C",-3.96339675687248,2.88725000739038,1.14198453196403e-10,7.67854826776271e-10
"YDR200C",0.909329763844959,6.27536468196989,1.1501434179325e-10,7.72462951635257e-10
"YKR038C",0.764423099834527,6.69066700239578,1.16288194229871e-10,7.80132931131686e-10
"YPL224C",0.738577286408018,7.22752673414088,1.17567183283524e-10,7.8781995865075e-10
"YCR097W",1.82609752065127,4.89213097357664,1.21197869472418e-10,8.11230535823865e-10
"YPL127C",0.725552997340691,7.33529643982334,1.27862068149317e-10,8.54869895185889e-10
"YER052C",-0.519385729180135,7.6352195032553,1.28142898427283e-10,8.55780507894166e-10
"YLR326W",1.60155203189327,5.02391468344636,1.28299340990958e-10,8.55859301740133e-10
"YML091C",0.754771705923941,7.01577909774047,1.30677774017966e-10,8.70743681153497e-10
"YDR025W",-0.201907399575419,10.3656559314645,1.32219105563312e-10,8.80023000695294e-10
"YOL036W",0.757387810435562,6.9956598744039,1.36493731230654e-10,9.07453267069413e-10
"YDL127W",1.64489429097616,4.9111221221556,1.42603031501482e-10,9.47005765874604e-10
"YBR130C",1.00463869888638,6.10770566853446,1.43707790424257e-10,9.53272416973461e-10
"YML132W",0.891225425574169,6.50858178876509,1.52716449944068e-10,1.01189611905829e-09
"YNL167C",0.865599136368175,6.71450605649668,1.53558183769721e-10,1.01541128962843e-09
"YBR302C",0.891225533120318,6.50858178876509,1.53729772730228e-10,1.01541128962843e-09
"YHR063C",0.762093350158834,6.84002343581706,1.53761790689043e-10,1.01541128962843e-09
"YLR274W",0.855603263944231,6.304159429101,1.74130950762994e-10,1.14864307208989e-09
"YNL221C",-0.89054997426452,6.21500699812963,1.82777660111271e-10,1.20433787848373e-09
"YOR270C",0.317502331080435,9.06182589017024,1.86032506023148e-10,1.22442084331364e-09
"YBR156C",1.48438315853915,4.96598744265991,1.86992224156649e-10,1.22936998926099e-09
"YPL184C",0.613303206421384,7.34048058750686,1.8847813418101e-10,1.23776372913323e-09
"YIL130W",1.22438437493729,5.55354887094009,1.88989197401451e-10,1.2397439922665e-09
"YOR086C",0.407629943942469,8.31320274758667,1.92659864058435e-10,1.26242349461103e-09
"YNL239W",0.501801293190994,7.91231971090974,1.99267139242724e-10,1.30427396338407e-09
"YKL216W",-0.349843002891096,8.9674924163455,2.00962108358467e-10,1.31391469078127e-09
"YDR099W",0.383365916113882,8.53700843097211,2.02922605741514e-10,1.32526827612863e-09
"YJR123W",-0.129982277049172,11.6212871556684,2.04559748036285e-10,1.33448735295557e-09
"YDR381C-A",1.43305511299389,5.23117330015051,2.17643300995232e-10,1.41827688545021e-09
"YDR456W",0.808531043955148,7.04888818036353,2.36493393781788e-10,1.53941849395692e-09
"YGR194C",0.979443289362124,6.22380139677668,2.37349481640548e-10,1.54329327787596e-09
"YDR510W",0.542611804649883,7.57239720760006,2.43648700024045e-10,1.58251301651183e-09
"YDR293C",0.357789170522914,9.00255066871428,2.47317259760915e-10,1.60457919518128e-09
"YDR178W",0.672011046945746,7.15660089539281,2.48542425918625e-10,1.61076181178588e-09
"YGL163C",0.891948943548564,6.29210523296679,2.53427090046112e-10,1.64062154464206e-09
"YNR051C",0.596538883853183,7.46492108664665,2.58168855223053e-10,1.66949193044241e-09
"YPL009C",0.645471521480842,7.28312117891306,2.58860137231562e-10,1.67213475109078e-09
"YGR246C",0.866426306433774,6.48221485550244,2.76236323441034e-10,1.78243219825583e-09
"YNL259C",1.5130164988478,4.953987196246,2.78883983578262e-10,1.79755613380455e-09
"YDL213C",0.711101262186538,6.94022744940786,2.82303590432537e-10,1.81761734993398e-09
"YOR110W",0.89409364894861,6.31319752656279,2.85862509788786e-10,1.83853094610896e-09
"YLR220W",0.576392785269429,7.36702373987248,2.86388168708503e-10,1.83991182871684e-09
"YBR237W",0.993930159231852,5.96393291395049,2.90275265303001e-10,1.86286197917338e-09
"YDL083C",-0.240167180221765,9.7288477929159,2.95120675303951e-10,1.89190578090301e-09
"YDR079W",2.045216425884,4.414174952581,2.97087176144024e-10,1.90245110524263e-09
"YGL049C",0.591730328221354,7.58600442642264,3.02156935949003e-10,1.93282442163271e-09
"YBR008C",1.07963435413517,5.66063545791294,3.13438798119831e-10,2.0028265318305e-09
"YOR126C",1.31263918304998,5.19147869819383,3.14171517057313e-10,2.00534289798071e-09
"YFL002C",1.12282181717821,5.64199875683003,3.28163158874467e-10,2.09239376191834e-09
"YOL088C",0.891039784227978,6.15859297510943,3.35411721930498e-10,2.13630910512676e-09
"YDR123C",1.76948310032453,4.80195676639837,3.37469988176654e-10,2.14710744090458e-09
"YBR225W",1.1713293213075,6.00388917008025,3.4042788109482e-10,2.1636001852181e-09
"YLR029C",-0.165494624773399,10.8191844544735,3.56366892970432e-10,2.26247092886915e-09
"YMR181C",0.847547623931154,6.41677671254984,3.62336553639756e-10,2.29790502452994e-09
"YGL185C",1.33211163100325,5.30842877149495,3.70690421209105e-10,2.3483674756898e-09
"YFR016C",0.685390173716675,7.25382465455025,3.72176506594795e-10,2.35526030964856e-09
"YKR017C",1.00898285138534,5.81053272969284,3.81942171869547e-10,2.41447845187191e-09
"YBR269C",0.890846637928543,6.24165956066645,3.87678965336955e-10,2.44812853564436e-09
"YGR106C",0.446037202693217,7.99677101753644,3.88094356602833e-10,2.44813892112896e-09
"YPL153C",1.37295134617971,5.21146271168576,3.95213664563142e-10,2.49039324091599e-09
"YDR195W",1.29839097256928,5.2066761448383,4.03619325883756e-10,2.54065484175977e-09
"YGR207C",0.838034494759457,6.48657368275417,4.08625362463179e-10,2.56943280520152e-09
"YLR459W",1.01294305697156,5.95189440486869,4.15818244363161e-10,2.6118859361962e-09
"YJR121W",0.273349037922944,9.40456110116595,4.16654031562541e-10,2.61436045043007e-09
"YDR518W",0.860568509807845,6.6069257897876,4.21751573321389e-10,2.64178324410733e-09
"YLR304C",-0.31994203174774,8.81791698174784,4.2191738476955e-10,2.64178324410733e-09
"YDL017W",1.16339902835129,5.44728049802849,4.30644937705112e-10,2.69357938308789e-09
"YPL112C",1.01308860150003,5.88454016633639,4.4382805582263e-10,2.77310518088965e-09
"YPL161C",1.22230419790889,5.40826352713294,4.4711733190003e-10,2.79071018233384e-09
"YER064C",-0.569835404039381,7.46961737001215,4.76310031278445e-10,2.96978551641155e-09
"YDL005C",0.742238381850146,6.75562087642502,4.92890335636319e-10,3.0699285431159e-09
"YOR285W",0.489202700315412,7.88560545311174,4.95822523192295e-10,3.08494413220695e-09
"YDR104C",1.32215069801002,5.14497869803558,5.18736666682168e-10,3.22412274869578e-09
"YLR310C",0.592896390822371,7.25521503045708,5.43063602634586e-10,3.37178104594842e-09
"YER043C",-0.225206158476511,9.84967539313823,5.52323869922302e-10,3.42568169636296e-09
"YPR204W",0.378755155408637,9.61087065701811,5.56655642619762e-10,3.44893344228391e-09
"YCR017C",0.402549352919917,8.34144658355744,5.83917780285798e-10,3.61406015266848e-09
"YER029C",1.07215854104704,6.06098984444797,5.97224216659252e-10,3.69125255841844e-09
"YMR264W",0.725542328859658,6.95055310403924,5.97637307920376e-10,3.69125255841844e-09
"YGR169C-A",0.958442234136704,5.88482130406684,6.10933766241373e-10,3.76944222612117e-09
"YBR004C",1.05230755714353,5.87170168493323,6.18794324543834e-10,3.81396460242278e-09
"YDL004W",0.688863454767147,7.10504265863645,6.24100027989575e-10,3.84266375193997e-09
"YKL135C",0.692450974731558,7.0307662512734,6.46796931574106e-10,3.97827177143866e-09
"YPL139C",0.955960464574013,6.12932970959959,6.61496988097442e-10,4.06446280225604e-09
"YDR322C-A",0.915636695609804,6.05357985500267,6.63253931552949e-10,4.07103061514398e-09
"YFL038C",0.268562019139162,9.37236934182522,6.6787179502798e-10,4.09512685096431e-09
"YNL078W",0.80143806221052,6.74469277740335,6.97791066632699e-10,4.27415087087544e-09
"YGR023W",0.813858018444855,6.81347660332511,7.20190862721046e-10,4.40679352091047e-09
"YDR226W",0.29190967719145,9.2140959486819,7.21700374829075e-10,4.41146809696657e-09
"YDL030W",1.21663900399121,5.40392250544268,7.45847498557604e-10,4.55436496281253e-09
"YLR095C",0.684697558054948,6.94952285557098,7.54029184633545e-10,4.59957802626463e-09
"YGR046W",0.950836383210816,5.91896626398415,7.55437033101451e-10,4.60342010799308e-09
"YDR012W",-0.199774610112486,10.4438734790262,7.70976443155852e-10,4.69327943842919e-09
"YKL171W",0.808044247668579,6.53747931370146,7.73108419574756e-10,4.70142088244998e-09
"YLL021W",0.602082916755368,7.23563715612898,7.92370012254072e-10,4.81360714836483e-09
"YLR105C",0.901107018382246,6.03118459983352,7.93742396801412e-10,4.81699873012713e-09
"YDL065C",0.883615591207112,6.16378661999354,7.99049283605488e-10,4.84423628185827e-09
"YKL057C",0.855788313649194,6.59553929378805,8.26478465644420e-10,5.00539721721395e-09
"YMR285C",0.965599126053392,5.90348309523494,9.03657281032379e-10,5.46337570871752e-09
"YER131W",-0.256483567857494,9.56658797438276,9.03945380908306e-10,5.46337570871752e-09
"YLR298C",1.0922717687732,5.65323519708638,9.08684077350082e-10,5.48641192416371e-09
"YGR254W",-0.0958230785946013,12.33539854949,9.17266421137435e-10,5.53258451974537e-09
"YDR304C",0.424906028508827,8.07727150426012,9.26541015095491e-10,5.58283420195521e-09
"YER190W",-3.14557149757472,3.43031581457543,9.44407574711778e-10,5.68469951126103e-09
"YPR023C",0.563747475076292,7.43487049990699,9.46172090374163e-10,5.68508794572888e-09
"YNL336W",1.01419204519002,6.0668614701768,9.46393717516131e-10,5.68508794572888e-09
"YKR011C",0.889055976015379,6.28026702425631,9.53979267824067e-10,5.7248431315568e-09
"YMR114C",0.986561856139902,5.83683077216079,9.91802477495016e-10,5.94579053631004e-09
"YPL094C",0.536845319934602,7.48563798457602,9.95466437788695e-10,5.96171549837623e-09
"YMR284W",1.19794433614787,5.3458622958303,1.00346200589262e-09,6.00352344678123e-09
"YJL082W",-0.557937929610409,7.429221097149,1.00850707851531e-09,6.02761250866173e-09
"YOR244W",1.20325699618932,5.51763975656055,1.01731287133472e-09,6.07410722470991e-09
"YJR085C",0.598158051781462,7.71401668551897,1.01901984418806e-09,6.07816574401288e-09
"YKL201C",0.932892349753341,6.23154535666008,1.02665275919769e-09,6.11752706563215e-09
"YML052W",0.590497629246011,7.41946762197457,1.03264538531687e-09,6.14704501500997e-09
"YDL002C",1.17584065133479,5.59269214488284,1.08422051261885e-09,6.44757062629724e-09
"YJL156C",0.989974200755709,5.76702589293997,1.11878642982917e-09,6.64644508564175e-09
"YPR098C",1.03780564437805,5.87496619277813,1.13667451764562e-09,6.74594094374036e-09
"YGR230W",1.70657258161101,4.61002970816555,1.14263088453671e-09,6.77449593567507e-09
"YPR027C",1.01558195713262,5.72545258457136,1.15461723062855e-09,6.83870886249162e-09
"YJL031C",0.967240663612264,5.93106955140417,1.15628481486835e-09,6.841737249576e-09
"YAL056W",0.639426119243281,7.23507271529295,1.1701971748205e-09,6.91713954386902e-09
"YPL004C",0.276323577638653,10.1277043562548,1.18176557339244e-09,6.9734044195105e-09
"YJL170C",1.86510611014555,4.57900147723027,1.182072778903e-09,6.9734044195105e-09
"YDL088C",0.784322606744659,6.4641673429911,1.19196118723338e-09,7.02473540324692e-09
"YGR186W",0.454874612957076,7.92175361837737,1.20186541182247e-09,7.07605735497864e-09
"YMR255W",0.939889293401557,6.09467342122623,1.20445785571811e-09,7.07898447311363e-09
"YBR168W",1.39648097327162,5.05825776327519,1.20475534298216e-09,7.07898447311363e-09
"YNL084C",0.683948142384434,7.01951523883026,1.21470477941885e-09,7.13036525775924e-09
"YGL009C",0.396367123221879,8.66715266934708,1.22967865071995e-09,7.21110859891966e-09
"YNL298W",0.896800090192172,6.25622739065039,1.26358494619034e-09,7.40260606594876e-09
"YEL066W",1.00435866774776,5.73249951040842,1.28377064438323e-09,7.5134232470975e-09
"YCL057W",0.52488376708939,7.82026245318325,1.31095921620344e-09,7.66496608920532e-09
"YMR030W",1.30473371963026,5.35911595513725,1.34535370448595e-09,7.85654496583492e-09
"YKL016C",0.624729497523956,7.08974733072729,1.34638103690326e-09,7.85654496583492e-09
"YBR039W",0.504868032816401,7.64399433635482,1.35246941604502e-09,7.88429707855996e-09
"YPR179C",1.23213877281286,5.20687880383561,1.40004708948209e-09,8.15362069730857e-09
"YIL056W",-0.765179615076089,6.41313156631198,1.40850691687282e-09,8.19482342884607e-09
"YMR302C",0.706549295678083,7.02490205922304,1.4153890159537e-09,8.22677485991948e-09
"YNL284C",0.932385902581854,5.93126574236969,1.42893867062891e-09,8.29737989608561e-09
"YBR221C",0.32859458433751,8.79260429477758,1.43311395438187e-09,8.31346594909559e-09
"YDL121C",0.967247301226163,6.091752953838,1.45181006662817e-09,8.41367303059638e-09
"YEL065W",-0.820698352724854,6.26678058319531,1.49445003355699e-09,8.65231002794197e-09
"YOL034W",1.51834903560857,4.88650436859204,1.49634767109033e-09,8.65482812301223e-09
"YEL011W",-0.282158761016023,9.35844945938717,1.51615636651044e-09,8.76083712953347e-09
"YPR006C",1.12372783183227,5.75954941976855,1.60083564634253e-09,9.24111660430124e-09
"YBL060W",1.23374762856777,5.4384749353756,1.62504258161978e-09,9.37171243220684e-09
"YDR513W",0.586045818677985,7.25050687396048,1.65728115538434e-09,9.54832774723385e-09
"YPL107W",1.24526819074553,5.19167097977957,1.70155346987764e-09,9.79386369772957e-09
"YBR202W",0.719515861504355,6.80955455192125,1.73926076782e-09,1.00011719758901e-08
"YDR049W",1.33762257607521,5.84155511061642,1.85549050566856e-09,1.06591624485834e-08
"YIL011W",-1.35312293831787,5.05762454779187,1.8719619874175e-09,1.07433550723078e-08
"YDR298C",0.703974038479445,7.08056109091024,1.90662612045215e-09,1.09316925917785e-08
"YNL135C",0.280156004140084,9.1554398044107,1.98186709268529e-09,1.13512914420731e-08
"YLR342W",0.202129635073623,10.0679967611235,1.98364633278749e-09,1.13512914420731e-08
"YOR017W",1.15783732411701,5.44304967333386,2.05586849930175e-09,1.17532115076024e-08
"YMR317W",0.850559715036086,6.21229790585226,2.07603212458589e-09,1.18570290358829e-08
"YOL029C",1.05259074235,5.84293558413282,2.10059064359443e-09,1.19857230840388e-08
"YEL058W",0.387243313222106,8.45111845802313,2.11057448112364e-09,1.20310878659042e-08
"YBR165W",1.25150237672031,5.2464814151572,2.11508949915364e-09,1.2045220949463e-08
"YPL265W",0.386695923968196,8.24982542979804,2.23125936351333e-09,1.26945785133735e-08
"YNL193W",0.955932173699584,6.04773386454259,2.24966368875109e-09,1.27869933202115e-08
"YOR257W",1.08732399825286,5.64955663750122,2.29930163848213e-09,1.30565909739911e-08
"YER003C",0.556902763033893,7.28922925418607,2.31374977166748e-09,1.31260377746467e-08
"YJR118C",0.966893324241559,5.89103900822952,2.35204143648409e-09,1.33304877199965e-08
"YLR337C",-0.456230724779915,8.06129838107914,2.36192632163211e-09,1.33737014785619e-08
"YMR201C",1.2284476197235,5.47649361170825,2.41607806134887e-09,1.36672408116647e-08
"YLR092W",0.966592784254249,6.27735347335739,2.4239907915308e-09,1.36989049794534e-08
"YBL052C",1.00080857607919,6.22860968658174,2.43976388868739e-09,1.37748882913772e-08
"YHR132C",0.43551289823418,7.97300531498629,2.44675171038774e-09,1.38011724217009e-08
"YDL212W",0.560286368740381,7.57790591475593,2.48053696905102e-09,1.39777933834223e-08
"YBR279W",0.701668844482924,6.80316131423435,2.48278871826548e-09,1.39777933834223e-08
"YPR103W",0.367011462028284,8.48455499690607,2.55044460771835e-09,1.4345038729914e-08
"YLR261C",1.4471145540118,5.03566919657924,2.62888714738061e-09,1.47721987189469e-08
"YBL113C",0.689312171657577,7.48097425810364,2.63630040920714e-09,1.47998003048185e-08
"YMR265C",0.956381986223923,6.48763281668807,2.64684473910421e-09,1.48449102571371e-08
"YOL100W",0.78270912752866,6.41297449512334,2.65925512919897e-09,1.49003907191954e-08
"YMR074C",0.725619373767203,6.71061848661157,2.74251365453972e-09,1.53523683007678e-08
"YMR091C",0.717415935256184,6.72476916378258,2.77033271742021e-09,1.54934392145325e-08
"YNL277W",0.830076451141687,6.19738148859475,2.79647544737624e-09,1.56248774524317e-08
"YOR254C",0.49922223661842,7.74295450098454,2.79998339412328e-09,1.56297186254976e-08
"YLL066C",-2.1757711864447,4.73129510532041,2.80467719596311e-09,1.56411639665539e-08
"YIL143C",0.735111792278841,6.56182807188893,2.88644433897651e-09,1.60737629279107e-08
"YMR275C",0.667214027352281,6.93170051001824,2.88982245220134e-09,1.60737629279107e-08
"YJL196C",0.399961187674737,8.20706721941928,2.89039779538567e-09,1.60737629279107e-08
"YOL027C",0.718233952576751,6.82102802931872,2.90371323561946e-09,1.61326490283196e-08
"YDR479C",0.688334455917224,7.13421847030059,2.93077466913346e-09,1.62677239373946e-08
"YIL035C",0.761168426822104,6.56550100117463,2.94736717354827e-09,1.63444906896768e-08
"YOR114W",2.19814827475161,4.22812874566158,2.99715582559443e-09,1.66050290449834e-08
"YGR072W",1.09574080313981,5.76992013325435,3.00866621883193e-09,1.66532067510089e-08
"YDR078C",1.79286754972444,4.40576775965173,3.01299981704346e-09,1.66616073994824e-08
"YHL032C",0.497422222468469,7.75328117234364,3.02069116901733e-09,1.6688543087839e-08
"YIL006W",1.27326511983464,5.13458357465342,3.10906713846843e-09,1.71607744946993e-08
"YHR110W",0.707680486624117,6.74394007608651,3.11959990795365e-09,1.72012368528943e-08
"YOR208W",0.726600492028012,6.90504548576191,3.12221199594532e-09,1.72012368528943e-08
"YGL192W",0.746802469128979,6.54000950078786,3.1285960755428e-09,1.72203748641737e-08
"YAL051W",0.906249357858457,6.01118329833439,3.19732205637059e-09,1.75822998211383e-08
"YOR220W",0.601986944561008,7.1730236559419,3.20734265568545e-09,1.76210273850425e-08
"YDR373W",0.81955859477485,6.16940082896762,3.23460489641328e-09,1.77543201967322e-08
"YJR014W",0.568713698898481,7.28074786682848,3.26290048519965e-09,1.78930325958538e-08
"YFR014C",0.499503891660732,7.56640516926552,3.41526629476609e-09,1.87112320982694e-08
"YPR079W",0.943594246106891,6.09735983445134,3.42853550792007e-09,1.87665537468668e-08
"YDR524C-B",0.12109466836457,11.6416072429641,3.69297737788323e-09,2.01953300784982e-08
"YJR058C",0.942820563180747,6.27985962374159,3.73900121007266e-09,2.04281349584487e-08
"YGL193C",1.48363157538739,4.82236129208023,3.75607599102552e-09,2.05024922868063e-08
"YGL228W",0.457450008372256,7.7887811043014,3.98532084332312e-09,2.17155365368833e-08
"YKL103C",0.474785218000398,8.00395690625004,3.98564689522651e-09,2.17155365368833e-08
"YIL149C",0.687434580486019,6.97908888450909,3.99506860555914e-09,2.17468453901503e-08
"YPR155C",1.10047873925879,5.77328394938285,4.14479110031379e-09,2.25411111585999e-08
"YFR010W",0.515621212441249,7.45689808000782,4.2555079296286e-09,2.31219838563934e-08
"YGL148W",-0.27209163477231,9.10633486776637,4.29634158842188e-09,2.3322434108892e-08
"YMR070W",0.658751487228465,7.02269021040653,4.33323229750768e-09,2.35011324512859e-08
"YBR150C",0.775933598398092,6.3024156200073,4.34196079187368e-09,2.35269065984584e-08
"YDR379W",0.702384436216778,6.95083082202187,4.5113140341935e-09,2.44221821960868e-08
"YDR434W",0.727988609771534,6.71234560844093,4.52062284715827e-09,2.44502060206906e-08
"YJR054W",1.16027932907507,5.29488738959818,4.60765382829602e-09,2.48981622849567e-08
"YNL271C",0.517747638173338,7.56219229138901,4.63568098976809e-09,2.50267558544323e-08
"YLR450W",0.480260366768487,7.68269624212601,4.64535022319165e-09,2.50560959622835e-08
"YBR215W",1.06201159288882,5.69690081351807,4.91667777889938e-09,2.64954302529578e-08
"YPR134W",1.14391313188599,5.47264962127569,5.06748351000094e-09,2.7283257441925e-08
"YLR367W",0.371001658999,8.32635098506915,5.11809402074529e-09,2.75306930188635e-08
"YKL188C",1.10694622257566,5.46441945700491,5.12726176644839e-09,2.75549571953453e-08
"YOR288C",1.35555864709378,5.08596492616523,5.34082099096464e-09,2.86766223262593e-08
"YJL140W",0.582915143079724,7.15528376494594,5.51451227899013e-09,2.95823836398773e-08
