"","logFC","logCPM","PValue","FDR"
"YML123C",-4.5983992366504,9.00909513137587,0,0
"YGR234W",-3.93748384667335,7.8679922240391,0,0
"YER081W",3.3803973423551,9.28014947594446,0,0
"YDR077W",-3.35104393614506,11.4894705356106,0,0
"YMR120C",-3.30492747074926,8.23766383084938,0,0
"YDR033W",-3.1483000603324,8.27046170493306,0,0
"YDR342C",-2.95449345122034,11.071396118633,0,0
"YFR015C",-2.83324958425235,9.2335049820328,0,0
"YLR058C",-2.69513693891086,8.93567277008518,0,0
"YCL030C",-2.33222985525916,8.76961756911282,0,0
"YOR153W",-2.06484112211876,9.28032034001404,0,0
"YHR092C",-2.03335994078835,9.836842673383,0,0
"YDR365W-B",-1.95326934261851,10.0638078915591,0,0
"YFR053C",-1.51429110437932,10.20386656891,0,0
"YLL026W",-1.45662695666428,9.63431716373301,0,0
"YHR174W",-1.0800934301737,13.9803427479532,0,0
"YPL061W",-1.04386102245658,10.7377715277155,0,0
"YAL038W",-1.00210178757229,13.2461601762635,0,0
"YGR192C",-0.644925735496303,14.7464707356577,0,0
"YOL086C",-0.574231087221771,14.2629010240266,0,0
"YLR044C",-0.553959770354041,13.637878569396,0,0
"YJL052W",-1.02984070850249,10.4286941519147,2.19570178932798e-279,5.90543976702439e-277
"YER067W",-1.9304959197051,8.74334790608959,1.20639644310108e-272,3.10358597992568e-270
"YPR160W",-2.26404831724966,8.25765392608334,9.29891084193259e-265,2.2925689771548e-262
"YBR067C",-2.2754134616265,8.26914951921213,1.08396254723873e-260,2.56552255680462e-258
"YLR258W",-1.92745048536761,8.76262774325879,1.32521514853212e-253,3.01588385917867e-251
"YHR215W",-5.01480700469276,7.42843782844982,1.9566174663797e-240,4.28789094391433e-238
"YJL159W",-0.545066675384596,12.1320293002037,6.74080089783753e-237,1.4244756754466e-234
"R0040C",1.24256100564534,10.0168840156602,2.34202654966463e-233,4.77854175667779e-231
"YOR383C",0.738475290873367,11.4244572129304,1.06944512982609e-232,2.109302277727e-230
"YKR080W",-3.19711484132776,7.59226399737924,2.2550952437581e-226,4.30432211526344e-224
"YIL169C",-3.00441599727633,7.46465795059085,2.90311004663573e-211,5.36803192060737e-209
"YDL229W",-0.702571096650027,11.3385013089699,1.31701026262554e-209,2.3614393102895e-207
"R0020C",1.09226892480854,10.162184897176,6.03028054913922e-208,1.04944617674285e-205
"R0010W",1.14785411020114,10.2235864564857,8.55104588009284e-208,1.44561538492884e-205
"YAL005C",-1.08541239323969,10.4216432359056,2.15441754438127e-203,3.54102461391777e-201
"YKR075C",1.33887852650643,9.43585771556154,1.26815106835213e-198,2.02801347876744e-196
"YOL155C",-2.07654069475005,8.04524306813348,1.24738559026837e-196,1.9423106677942e-194
"YEL071W",1.62176898031391,8.95563404699123,3.14834061342779e-196,4.77659779734672e-194
"YER011W",-3.77809156382962,6.92463027779529,1.41450226840963e-195,2.09240248054495e-193
"YOL109W",-2.31365873174755,7.84554182466334,1.84109749407505e-191,2.65701801766879e-189
"YER138C",-2.42709992770419,9.79971563829109,8.89201872688497e-189,1.25271606683282e-186
"YGL008C",-0.621623855089566,11.2819511988416,8.43457203565194e-178,1.16063634267331e-175
"YOR374W",0.880280418003104,10.4991295490782,1.62276938251225e-175,2.18225600825568e-173
"YLR327C",-1.90784294838225,8.21887329807822,1.55832146204665e-172,2.04901957576223e-170
"YLR154W-C",-0.943051347082085,10.165583806552,1.03096814456036e-171,1.32613880681818e-169
"YHR219W",1.07866300242114,9.75420771507646,7.69847182956461e-164,9.69188464160294e-162
"YDR345C",-0.528494083708232,11.6406881566172,1.90906994968724e-162,2.35332643589571e-160
"YMR008C",-1.95824579052219,7.88932031410524,4.18448230524183e-160,5.05297587757467e-158
"YGL234W",-1.4281363379986,8.81984206763933,3.69907868182244e-159,4.37748971206868e-157
"YPR145W",-1.32558466986007,9.32908380815426,3.47272326195506e-157,4.02903990999766e-155
"YCL025C",-2.0854034595193,7.76969366912659,1.50857818990324e-154,1.71658791339567e-152
"YCR005C",2.52992972475415,7.97504848618836,1.18208125770303e-153,1.31969335883562e-151
"YMR173W",-1.29973345708521,8.82864055800862,5.8643821219497e-153,6.42584241029192e-151
"YOR128C",-1.93505509033674,7.97912283921133,2.74660268450584e-151,2.95484510622201e-149
"YPR149W",-1.80963513332139,8.0165439429855,8.66954098695129e-146,9.1602989321055e-144
"YAL061W",-2.2818719458595,7.41799251132116,1.94008488519627e-144,2.01394425714146e-142
"R0030W",1.22875143110147,9.26409471947898,3.57358693108642e-144,3.64567480538593e-142
"YPR036W-A",1.37796283049498,9.04155414665049,3.69075473070186e-143,3.70138910873948e-141
"YOR290C",-10.5196280061818,5.79554807841956,4.20487681567297e-142,4.14670935305616e-140
"YAR009C",-2.73379365255263,8.8831528827663,8.03553741535315e-142,7.79447129289256e-140
"YBR118W",-0.324338803058978,13.8051685197818,9.61089761677686e-141,9.1722066449143e-139
"YBR010W",1.35594141153244,9.12551040071373,1.0277142264782e-137,9.65235726678013e-136
"YEL040W",-1.35435089129471,8.77780707096123,3.67457378281875e-135,3.39725829264665e-133
"YBL003C",1.24346963767852,9.07379747536533,7.91770674789309e-132,7.2075493580436e-130
"YMR105C",-1.17070163294992,8.90238510900501,2.01033059318296e-130,1.80229183634297e-128
"YIL053W",0.584639189549084,11.2220289798429,6.44603355165038e-127,5.69271351121123e-125
"YDR524W-C",2.16340432114805,7.83072591786967,3.2564746983462e-124,2.83361188089919e-122
"YLR413W",-1.74530806950496,7.73679472934135,1.78159777040343e-117,1.5277846387648e-115
"YKL152C",-0.325938220055047,12.9464052923027,4.48317204859331e-115,3.78956128736095e-113
"YOL158C",-1.80633367309924,7.67107796227327,6.54047908644786e-115,5.45070630345239e-113
"YDL022W",-1.20352256322052,8.7574900041253,7.88000283400362e-112,6.47583010677769e-110
"YBR296C",-3.48856938718496,6.60464286832957,3.11298819141839e-109,2.5232261820031e-107
"YAR015W",-1.61350078828598,7.84658511731803,2.12954854538473e-107,1.70277550581641e-105
"YCL040W",-0.458649471225165,11.4327185612379,3.52781624220423e-107,2.78321182734966e-105
"YLR350W",1.13265548097198,8.97489667895558,8.19479403577886e-105,6.3800784618031e-103
"YLR359W",-1.2255391598269,8.76482986691428,5.76658473616725e-96,4.43128336154567e-94
"YBR011C",0.696706591144351,10.252742354336,3.69398340356177e-95,2.80221792293269e-93
"YDR019C",-2.74118747194398,6.40707408042315,1.27773472337343e-94,9.57007133949438e-93
"YER056C",-1.40551920030035,8.03842715973795,3.08425106444932e-94,2.28118919354333e-92
"YMR011W",-0.384702322511878,11.7539309257207,3.95216424956183e-93,2.8870315882293e-91
"YNL208W",-0.661897144026821,10.1637802939336,3.30233714367814e-92,2.38291815599312e-90
"YPR035W",-0.51364560906849,11.1534379628346,4.29472197101237e-92,3.06167107258798e-90
"YLL050C",1.01032513688899,9.07960113218676,1.40717516481947e-89,9.91220886932955e-88
"YPL019C",-1.73527565454357,7.49797184192381,3.17870166354329e-89,2.21275032272772e-87
"YKL056C",-0.507896252375945,10.9140050813477,2.99810357236024e-88,2.06276498112274e-86
"YBR196C",-0.595749841153525,11.0104408553813,1.38486460942756e-87,9.41867114250907e-86
"YNL031C",1.04582184221486,9.69476127095687,4.94535354094507e-87,3.32518828429227e-85
"YOL016C",-1.2470993526693,8.56381832953663,1.01291065085823e-86,6.7341486754249e-85
"YGL189C",0.612509499042985,10.3550343700717,9.84810756537219e-85,6.47458360714525e-83
"YJR029W",-3.19379586608382,9.04542940965156,1.34569017451483e-84,8.7499436951695e-83
"YLR355C",-0.769417232171827,9.77109584380476,6.13269493210647e-84,3.94425607752978e-82
"YDR055W",-1.72920468571831,7.34164118121878,2.04334221920631e-82,1.30004902269288e-80
"YNL160W",-2.33959360698268,6.91721661644311,6.13317246822666e-82,3.86063632920183e-80
"YBR092C",-2.41214659134072,6.64210684346056,3.41524069546293e-81,2.12715570474255e-79
"YJR104C",-0.626130778894217,10.8049878180992,3.645592531218e-79,2.24697614658509e-77
"YLR180W",-0.941884112963975,8.90864815540989,1.4804738022285e-78,9.03089019359387e-77
"YLR194C",-0.977311896013199,8.74082995199201,3.20572522993438e-78,1.92840508503201e-76
"YHL021C",-1.37794723672642,7.84164015444634,3.22650166331197e-78,1.92840508503201e-76
"YDL039C",-2.29686227684201,6.513380698614,7.75079871523885e-77,4.58614759980683e-75
"YDL184C",0.940033407741839,9.10818654964944,9.05916165111545e-77,5.30723361283664e-75
"YMR300C",-1.74981026508787,7.19030625279001,6.41971414037013e-76,3.72406358515393e-74
"YBR031W",-0.405193348980413,11.3267373980981,2.018773028052e-73,1.1597165055324e-71
"YLL024C",-0.610337659464909,10.7920743610496,1.75244672454785e-71,9.97041083572082e-70
"YGR061C",-1.04733603198195,8.90349881925129,3.52452990463353e-71,1.98615651863967e-69
"YMR122W-A",-0.714872231861209,9.86964187727784,6.76850888792684e-70,3.77823274432671e-68
"YER072W",-1.16971102965258,8.11856016826239,6.95248473394871e-68,3.84465908138079e-66
"YDR155C",-0.443264143787036,11.4002692641097,2.2292512974674e-66,1.22134073399209e-64
"YIL121W",-2.58747885505117,6.28483209141879,1.62919570885423e-65,8.84399175164266e-64
"YHR183W",-0.672446922129774,9.80391856130165,1.66431580623748e-65,8.95250602318831e-64
"YDL182W",-1.30512021511739,8.14419217506861,3.20639594931746e-65,1.70921124613616e-63
"YHR136C",-3.93900364264096,5.23680755868238,3.5624084220344e-65,1.882033092248e-63
"YJR148W",-1.29390175325315,7.70431478072605,7.31403220616987e-65,3.82983438618647e-63
"YKL182W",-0.722171262684012,9.53539756341991,1.24421175617246e-63,6.45789558006355e-62
"YJL158C",-0.668787812354443,9.65024153616982,2.46319574988308e-63,1.26736776104854e-61
"YGR161C",1.02012471630167,8.65947263847266,5.9678289758843e-63,3.04410724571616e-61
"YPR124W",-0.997996024046933,8.3048842386866,6.42263818428646e-60,3.24809830225837e-58
"YKR039W",1.73780349834397,7.28134353469063,8.6891789693489e-60,4.35710779335911e-58
"YHL047C",-1.57208370169656,7.45642687510932,4.1026493768143e-59,2.03994759349666e-57
"YGR189C",0.713314808033615,9.72230853794902,5.69391030492729e-59,2.80757227285457e-57
"YBR162C",0.558856270320639,10.0165025948108,4.80040712776855e-58,2.347438758265e-56
"YBL002W",1.18106784472026,8.22591662630244,5.36044781458937e-58,2.59981719007585e-56
"YOR273C",-1.30960843539406,7.50341471074956,1.24866930380457e-57,6.00680997610702e-56
"YKL062W",-1.69399374158692,6.92041996656405,2.81611055453055e-57,1.34378436702881e-55
"YBR093C",-1.63722945447437,6.88250301090365,9.34169359022793e-57,4.42198407787029e-55
"YDR406W",-1.45759034974344,7.22740630494883,1.43051497070102e-56,6.71774371558568e-55
"YNL030W",0.596962299761883,9.75959547487631,2.48487433383789e-55,1.15771664829282e-53
"YLR300W",-0.860618480752668,8.91473060634784,4.45580788887675e-55,2.05976681863154e-53
"YJR145C",-0.360151662005371,11.3245229181148,8.50857368144343e-55,3.90273104442642e-53
"YCR021C",-2.25742119547432,6.05587770923139,1.1008930376764e-54,5.01075700302403e-53
"YJL012C",-1.21277820799047,8.03978257509608,2.04074849200616e-54,9.21764032610719e-53
"YFL054C",1.70475911924661,7.46893449600233,6.97676907859838e-54,3.12738959379292e-52
"YHR162W",0.947252331595045,8.48325224196207,1.02364583368886e-53,4.55406947213307e-52
"YLR108C",2.49297652135228,6.32065064385045,1.76560098173689e-53,7.79631418577402e-52
"YGL147C",-0.439833174365909,10.4832575181658,3.14898096905188e-53,1.38018669584296e-51
"YBR009C",0.768736865553179,9.18308274353132,4.60167627518848e-53,2.00206753825663e-51
"YAL003W",-0.607530417907901,9.68071063633578,1.24895768178687e-52,5.39422087819923e-51
"YER145C",0.942384876757772,8.49890761736764,1.74061252267888e-52,7.46319151934127e-51
"YHR146W",1.21135799997351,7.89035713722134,2.58857784197801e-52,1.10191475474704e-50
"YDR224C",0.641011666771538,9.49322843007161,3.08354749587394e-52,1.30323932379186e-50
"YGR204W",-0.542434615347872,9.81196192082405,8.51673946093478e-52,3.57401045321639e-50
"YDR343C",-1.58344372858859,8.91898228326146,9.14577342634324e-51,3.81095361716007e-49
"YKL060C",-0.147581836407962,14.0269470773377,3.45276256347141e-50,1.42867105510911e-48
"YPL231W",-0.397772749317453,10.8465753085719,4.33070652766104e-50,1.77949934195627e-48
"YBR230C",1.24328480015782,7.76895895122346,5.6185216129425e-50,2.29274430232971e-48
"YKR057W",-0.542464844145692,9.85506701204057,1.51183273778009e-49,6.12706459551015e-48
"YDR516C",-0.513012911109521,10.0464421039137,5.21749745155899e-49,2.10013145720235e-47
"YBR212W",0.955900572727331,8.37789062762512,1.00152159006934e-48,4.00405624894613e-47
"YGR282C",0.459320058710486,10.3001662630702,2.01437782215402e-48,7.99937823737272e-47
"YGR008C",-0.988652761111462,8.09548523273761,2.16427227146323e-48,8.53733268683194e-47
"YLR348C",1.01721103012627,8.19105152064845,6.72616304546202e-48,2.63567594304628e-46
"YEL044W",1.40216871184858,7.45298595838399,2.30764029509918e-47,8.98309712243543e-46
"YBL085W",1.23667782119977,7.71321923618603,4.98590253768093e-46,1.92820819055281e-44
"YER055C",-1.01268162359592,8.43829320617496,8.16415588269387e-46,3.13683833492855e-44
"YDR111C",1.73102366293847,6.946481602252,1.1937825896832e-45,4.55716876332613e-44
"YGR086C",0.484409189068397,10.103332626447,2.54976640615277e-45,9.67113322128587e-44
"YHR216W",-0.953191385412169,8.0859794916469,3.16990665312492e-45,1.1946711889516e-43
"YJR009C",0.197889589503965,13.2901736804825,3.85331572465194e-45,1.44304235080795e-43
"YAL044C",-1.47644982699544,7.1523251358856,5.14622014771919e-45,1.91510595056946e-43
"YMR056C",2.30127986626199,6.22430134177352,5.45996033531836e-45,2.01916158150492e-43
"YGR159C",-0.738661978010938,8.84997400308273,1.29854928616854e-44,4.77237026475731e-43
"YFR055W",-1.66501887900821,6.82964606474729,2.13782963468978e-44,7.80835675830829e-43
"YPL163C",-1.31335504882158,7.10973672461105,2.66402705936272e-44,9.67058166272958e-43
"YKL104C",0.879145927321313,8.54966291667728,2.87325065763754e-44,1.03664781349033e-42
"YDR452W",0.977265044133816,8.17260964667264,4.37585112303939e-44,1.56920673303176e-42
"YBR048W",-0.487934814687509,9.90502547169042,7.73687592802782e-44,2.7577767991651e-42
"YOR375C",0.574505477596236,9.84556187743346,8.12756537449259e-44,2.87968888148938e-42
"YBR218C",-0.723973508681224,8.74800035167696,2.56954059378632e-43,9.04998315085337e-42
"YLR438W",-2.08519926738359,6.13589346686024,3.26463804651073e-43,1.14300966397657e-41
"YKL065C",1.02703717128723,8.07549770887952,5.14723908522823e-43,1.79154198042914e-41
"YGL062W",1.00465671253731,8.25900846301298,1.24331435468998e-42,4.30215850099453e-41
"YMR189W",-1.70265026464007,6.36848259523147,2.09648551153233e-42,7.21215393705627e-41
"YOR230W",-0.758724301702392,8.7507901297809,5.37388697514932e-42,1.83799359722304e-40
"YGR027C",0.456422327834602,10.3540674267911,6.53854896816667e-42,2.223482427853e-40
"YLR155C",0.993083300100938,8.0504458816352,7.0406912463844e-42,2.38055829170609e-40
"YOR227W",1.15538080138047,7.69357085907348,7.11085776251152e-42,2.39062189663527e-40
"YLR157C",0.992178951293519,8.04978097027259,9.72975702924645e-42,3.24795156330816e-40
"YLR158C",0.992178954622828,8.04978097027259,9.77225305277637e-42,3.24795156330816e-40
"YLR160C",0.992178958784968,8.04978097027259,9.82564356653982e-42,3.24795156330816e-40
"YHL050C",1.98444372438582,7.16662623246658,2.24745287744879e-41,7.38787704214694e-40
"YHL020C",1.19398822702767,7.60985336094339,5.38071255250502e-41,1.75898763387692e-39
"YER053C",-1.17068636224412,7.30732548466761,2.22013977797507e-40,7.21789399246072e-39
"YDR044W",-1.15520439693071,7.47660050684857,4.21656206008001e-40,1.36335506609254e-38
"YIL117C",1.26038200266954,7.58166721422823,6.81047366162899e-40,2.19008547042711e-38
"YKL141W",1.33188310620719,7.30425839290657,1.13560754066654e-39,3.6321026043913e-38
"YLR109W",0.305246358253913,11.7657819722551,2.80920618216634e-39,8.93659837627863e-38
"YLR249W",-0.271201236132131,11.5944808050483,3.23420297540729e-39,1.02335716606871e-37
"YLR332W",0.93870478896366,8.14174627427049,4.86656279442379e-39,1.53167298162796e-37
"YHR026W",0.842793878252162,8.34218578477135,6.28796280214898e-38,1.96856486245056e-36
"YER133W",1.04916857711101,7.79042441472447,1.05567617007108e-37,3.28759784121609e-36
"YNL217W",-1.39328991550128,7.13862998661939,2.84931138059829e-37,8.82689813560213e-36
"YDR399W",-1.42846797313826,7.05183930300317,3.76977407763064e-37,1.16175798006982e-35
"YNL134C",-1.12293287707446,7.3100419958329,5.00362847230227e-37,1.5340139725706e-35
"YGL035C",1.14808297220558,8.02805758964676,5.44048831351568e-37,1.65934893562228e-35
"YMR116C",-0.286485485000234,11.4033729716029,6.46624004532e-37,1.96208935118761e-35
"YKL117W",0.52614237795286,9.55958863132681,7.09335470874005e-37,2.14139692916402e-35
"YLR056W",-0.716147357253556,8.51505539335385,7.25065009116866e-37,2.17777140047944e-35
"YEL034W",-0.427221337977465,10.0272144653498,1.88092608691065e-36,5.62092911931835e-35
"YHR094C",0.919015684236958,8.12472184150442,4.85988353749088e-36,1.44502165283083e-34
"YGR138C",-1.92544211505919,6.25234297021043,7.80187399413182e-36,2.3081844211639e-34
"YDR216W",1.66834716969399,6.90498124818701,7.91344467246073e-36,2.32954488193782e-34
"YNL079C",0.616216357722482,9.00006940951259,7.93159135480083e-35,2.32332802209686e-33
"YPR008W",1.08714243436748,7.61242493633557,8.63883839572785e-35,2.51802989101092e-33
"YJR010W",1.76725326899991,6.69655044970485,1.1027612149711e-34,3.19854809263921e-33
"YKL032C",0.843569734057487,8.26872615207036,2.11026163191833e-34,6.09093564685891e-33
"YER150W",-1.52439707823466,6.72801388464527,3.17410468626733e-34,9.11707642167175e-33
"YDL055C",-0.34546943621663,10.5078876989486,7.08474205732085e-34,2.02514100256848e-32
"YDL137W",0.689044753257367,8.65151689322021,3.66965687044693e-33,1.0439115241555e-31
"YDR011W",-0.928336059071573,7.6647314427821,3.99455221043607e-33,1.13089786742346e-31
"YGR244C",0.726301984007137,8.48483157473743,4.23494755830814e-33,1.19324689059568e-31
"YOL105C",1.48276245367176,6.84904967812821,6.7197390867419e-33,1.88439318370862e-31
"YLR150W",-0.298446866757104,10.8977398202646,7.63452235624266e-33,2.1301134134671e-31
"YHR143W",-0.713802067673255,8.70280353891916,7.66797628981734e-33,2.1301134134671e-31
"YDR233C",0.708119428296803,8.61151354689849,7.98214761274496e-33,2.20702651516878e-31
"YOR356W",1.26937718296917,7.26167446773514,2.51400137923024e-32,6.91876565623505e-31
"YER190C-B",1.41384546335152,7.65241122611944,4.66298944732335e-32,1.27735687776909e-30
"YLR256W",-0.740421393980743,8.97950856239586,7.75202936772939e-32,2.11376763911773e-30
"YJL077C",2.13804390513163,5.83525656733336,8.47208191851386e-32,2.29950957393791e-30
"YNL300W",-1.50944839348961,6.13127781121814,2.90880971890358e-31,7.85909913550343e-30
"YBR070C",2.16320129863012,5.77254343393857,3.81658656534798e-31,1.02648830487109e-29
"YDR074W",-0.550631946143971,9.29684513836097,5.46819189550957e-31,1.46404033691086e-29
"YNL327W",-0.78959041046579,8.18782394607595,7.43289291851156e-31,1.98110033328076e-29
"YOL143C",-0.719583083289753,8.30962362704475,8.20194355697901e-31,2.17627354379573e-29
"YDR210C-C",9.46350428723627,5.46561824741651,9.440447178346e-31,2.49371098010149e-29
"YNL284C-A",4.296075129935,4.86441715071151,1.55130757248818e-30,4.07959418062782e-29
"YAL053W",0.680532205625135,9.05995238569203,2.16771393256033e-30,5.67538200838915e-29
"YOR348C",2.69924353228416,5.33754064709667,5.59656533289808e-30,1.45880515747832e-28
"YPL079W",-0.349384602989597,10.3110297759221,8.13579636770241e-30,2.11138189068839e-28
"YPL134C",1.61385566188267,6.54704148327618,1.82696414956784e-29,4.72058815414539e-28
"YML001W",1.12821896017942,7.2858126789438,1.89316971911322e-29,4.87038488173604e-28
"YBR298C",0.990523981322071,7.59899204810824,2.43103888306911e-29,6.2270376931255e-28
"YMR251W-A",-0.711907937663792,8.29471584845954,4.59116033658917e-29,1.17094378067233e-27
"YPL232W",0.848581625278043,8.20667796269041,4.65867836714574e-29,1.18306437332194e-27
"YPL257W-A",8.55684483720866,4.60722042270345,8.05955712593652e-29,2.03796579120369e-27
"YLR157C-A",8.55684480222541,4.60722042270345,8.10076550525821e-29,2.03966934019629e-27
"YER137C-A",8.55684467198227,4.60722042270345,8.25611033934401e-29,2.0699747829618e-27
"YDR365W-A",8.55684448883693,4.60722042270345,8.47978255073782e-29,2.11708326382767e-27
"YDR335W",0.848053182949521,7.9147140848165,1.26451834907214e-28,3.14376263506718e-27
"YLR192C",0.654206673519466,8.57790572509513,1.98073762448914e-28,4.90377595150721e-27
"YOR261C",0.908319959837557,7.82383114569597,2.81706884752356e-28,6.94524848783205e-27
"YBR230W-A",1.66267061564527,6.29190352524685,3.23558897165574e-28,7.94397508103195e-27
"YER001W",-1.82709936476396,5.90794732736977,7.54451642466132e-28,1.8446654415174e-26
"YOR063W",-0.185616292935835,12.0761312662188,8.34576303661645e-28,2.03217612706418e-26
"YGL080W",1.5735735830826,6.3202761622789,8.66804186451993e-28,2.10200015214608e-26
"YGR130C",0.606462113600921,8.81763913758378,9.92435458626678e-28,2.39683290150778e-26
"YGR055W",-0.864141944792415,7.66320275080474,1.00606748592623e-27,2.41987858301851e-26
"YDR525W-A",2.25315299408846,5.56203091970337,2.16668788843404e-27,5.19040171492477e-26
"YKR058W",-0.974245337570238,7.27422412050136,2.40157126078417e-27,5.72987788308868e-26
"YDR277C",-1.16705127665402,7.00814816594472,2.47303465850999e-27,5.87668517044322e-26
"YKL029C",-0.957314914596386,7.4713792623001,3.00030921412322e-27,7.10113184798683e-26
"YGL030W",-0.290496578063976,11.0028100982031,3.97903146218245e-27,9.380051458858e-26
"YPL016W",2.12202491522859,5.67861481126159,4.08849786446094e-27,9.59985788254578e-26
"YLR264W",-1.30451200005804,6.84157561254559,5.72495037588901e-27,1.33891428356266e-25
"YNR050C",-0.929669828964582,7.39203242445044,7.97330350256814e-27,1.85740302459432e-25
"YOR127W",1.16502987041669,7.1631885627045,1.12407391039139e-26,2.60829228540622e-25
"YJL078C",-0.689805721938658,8.15203487367734,1.51564695738745e-26,3.50315744018028e-25
"YGR037C",0.844524391398917,8.04330701031912,1.91170285352546e-26,4.40137968261095e-25
"YBR054W",-1.83163119784219,5.35591264380395,2.46118939765518e-26,5.644518475165e-25
"YIR037W",0.96146071011196,7.46217305711011,3.00030230842928e-26,6.85435859419925e-25
"YGL123W",-0.29878199318444,11.4351271830351,3.13420277842551e-26,7.13272224613222e-25
"YHR054C",3.85060492681767,4.66016277749313,3.92498664847776e-26,8.89814022951835e-25
"YCR002C",1.16888473060697,7.0844212736987,4.5687483949701e-26,1.03180474248237e-24
"YLR314C",0.727381835954483,8.18415056041048,4.92201221436646e-26,1.10735917385575e-24
"YOL039W",0.454755433772386,9.55665883839407,5.04916975783623e-26,1.13166429761807e-24
"YKL109W",-1.23582059430314,7.04885476511563,8.34201414701273e-26,1.86263010218394e-24
"YLR079W",1.30621509658305,7.08966658703813,8.93427846250055e-26,1.98737314521112e-24
"YPL015C",1.20110174019792,7.08941122084206,9.74345482872659e-26,2.15925176859832e-24
"YLL023C",0.961966332985163,7.50205889133405,1.26835204188504e-25,2.80031307157976e-24
"YER042W",1.62656648678295,6.15425765106272,2.25011403584051e-25,4.94941440522985e-24
"YMR142C",0.327422992209402,10.2774584591411,2.57375667553331e-25,5.64034009227058e-24
"YPR065W",1.5823851724289,6.53346380687961,4.29909882284943e-25,9.38663016044283e-24
"YMR031C",0.626024783151273,8.54990402475146,5.43761100754586e-25,1.18288030631062e-23
"YGL028C",-1.25195906400817,6.27594329744838,1.19607583952814e-24,2.59237389834726e-23
"YER124C",-1.41401143169364,5.98204134524358,1.31271246960151e-24,2.83478820534019e-23
"YGL031C",0.424750886955845,9.48859257443646,1.48545965544807e-24,3.1961690113768e-23
"YKL163W",-2.2023911693476,5.05521866944466,1.7387340432293e-24,3.72756859919847e-23
"YCL064C",-0.649761512928784,8.20696273239639,2.57418368823113e-24,5.49871656435509e-23
"YDR086C",1.03734818375366,7.38329774789533,2.72888968494076e-24,5.80821592294765e-23
"YML100W",-0.511441721173193,9.61199996038525,3.92077149360409e-24,8.31512721421341e-23
"YBR207W",0.981756725738262,7.29710041273374,5.90236598506147e-24,1.2472964119146e-22
"YER063W",1.18216229141213,7.12020438488573,7.96398307272518e-24,1.67697109755569e-22
"YLR250W",0.964860908262768,7.34879306197807,8.62812720095201e-24,1.81037690241252e-22
"YDL072C",0.650682650646396,8.29069705743669,9.29515716478775e-24,1.94344328424202e-22
"YOR382W",-0.477949394275147,9.39215986468968,1.03924617819848e-23,2.16521818183113e-22
"YMR006C",-1.07594570407567,6.93824928237619,1.05532029258742e-23,2.19099304254027e-22
"YLR325C",0.440233476619062,9.37097528309974,1.08941379141801e-23,2.25386762371341e-22
"YBL005W-A",8.1240471094409,4.20658850522459,1.15927373748702e-23,2.39004275425459e-22
"YGL036W",0.914475305209187,7.4409260885556,1.32125557993952e-23,2.71453793975769e-22
"YFR031C-A",-0.273748292254709,10.630096272075,1.52849143684205e-23,3.12944077224719e-22
"YPR139C",1.3461550510748,6.58763108465977,1.54400426074605e-23,3.15030110718427e-22
"YGR155W",-0.50217648409029,8.8404287766082,1.70668865355644e-23,3.4702669288981e-22
"YOR142W",0.69496407919034,8.15196149774623,1.9682859732207e-23,3.98847537792702e-22
"YMR280C",1.46738000213997,6.46522015738484,1.99395975999076e-23,4.02670986343527e-22
"YGL252C",0.821186983840613,7.86131877080671,2.01549344380229e-23,4.05635194114902e-22
"YMR072W",0.93004089849333,7.43013235335827,2.38801397763621e-23,4.78978939175372e-22
"YDR309C",1.30743762723284,6.75533611573803,2.59903908426228e-23,5.19544400729052e-22
"YNL225C",2.41834764937542,5.24849594971091,2.8303991305932e-23,5.63887934536026e-22
"YDR054C",0.755795973515892,7.89988729799641,3.35294871621579e-23,6.65751595766739e-22
"YDL007W",0.589353276025663,8.62821012553421,3.4362121372277e-23,6.80002248025964e-22
"YPR028W",0.64753428279212,8.37128651199729,3.47123334525478e-23,6.84642923462419e-22
"YOR197W",-0.673001950117546,7.99222144216729,4.51699286723801e-23,8.87941754001572e-22
"YOL030W",0.588803721381008,8.51759879796804,5.18747511963101e-23,1.01636722790916e-21
"YOR312C",0.372610742290617,9.75507563892758,6.06884602929289e-23,1.18512745727149e-21
"YEL002C",0.803881532905139,7.84266723306605,6.98612310542243e-23,1.35976613206528e-21
"YMR272C",-0.914167794548464,7.23306212544727,9.75915230662047e-23,1.89327554748437e-21
"YHL048W",1.57859879681111,6.08292927421803,1.47351842436731e-22,2.84928382907889e-21
"YOR298C-A",-0.56976812175977,8.42745103511067,1.65118342539599e-22,3.18242746842609e-21
"YDR261C-D",-3.57287809087028,4.81738898161739,1.75313386474097e-22,3.36795229794556e-21
"YPR159W",0.594629174180984,8.51094528872181,2.84266968016904e-22,5.44339045228486e-21
"YPR148C",0.828669740927302,7.70093677715954,3.16407175100882e-22,6.03929437119973e-21
"YHR142W",1.01470266642135,7.17263069157237,4.28568660253213e-22,8.13670445536817e-21
"YJR077C",0.631367323000971,8.36617675536832,4.29043736703544e-22,8.13670445536817e-21
"YER004W",0.797523185186428,7.89976321009874,5.23234280264408e-22,9.88211178927847e-21
"YJR045C",-0.359792947695851,9.74877002170401,5.24418303504046e-22,9.88211178927847e-21
"YOR215C",1.17566485517054,6.89559438955838,5.58517237022359e-22,1.04912587030517e-20
