"","logFC","logCPM","PValue","FDR"
"lcl|AE014297.3_gene_2224",1.72331581101211,6.5103353153648,0.032563487578512,1
"lcl|AE014296.5_gene_2795",1.72332464821609,6.5103353153648,0.0325830689164893,1
"lcl|AE014134.6_gene_1928",-4.643352269322,5.4127814893185,0.0325876460527183,1
"lcl|AE014134.6_gene_914",2.32363628170024,5.9995144060133,0.0334909189651136,1
"lcl|AE014134.6_gene_1546",-1.27422796632273,7.50685505575393,0.0336922918704443,1
"lcl|AE014297.3_gene_13",4.64277071291381,5.41350682970569,0.0338486669276735,1
"lcl|AE014296.5_gene_475",4.64276851418921,5.41350682970569,0.0338590139393337,1
"lcl|NC_004354.4_gene_901",-1.15826303409681,7.16310799444961,0.0339756878643568,1
"lcl|AE013599.5_gene_391",-0.696129689834046,8.42525920293621,0.0348756888678431,1
"lcl|AE014134.6_gene_502",-0.358616453382946,12.2977060432314,0.0349030609893388,1
"lcl|NC_004354.4_gene_2439",-5.12800530665221,5.61060155673025,0.0349736814912675,1
"lcl|NC_004354.4_gene_2661",0.466419858427375,11.4490485902632,0.0351898072664978,1
"lcl|AE014296.5_gene_285",0.613714722374529,9.12106448704126,0.0353774194726878,1
"lcl|AE014296.5_gene_1298",1.62136476102181,6.46686288875615,0.0360581165645271,1
"lcl|AE013599.5_gene_2396",-0.643135917305428,8.64093477280738,0.0362529179060319,1
"lcl|NC_004354.4_gene_648",-4.89953036241297,5.51594092500745,0.0363780571139543,1
"lcl|AE014297.3_gene_3232",-4.89953700069932,5.51594092500745,0.0363848104276674,1
"lcl|NC_004354.4_gene_1298",1.40716001905606,6.69510056217768,0.0366442184116529,1
"lcl|AE013599.5_gene_180",-4.65046006879768,5.41484247183271,0.0367598832571501,1
"lcl|AE014297.3_gene_1148",-4.65046092120833,5.41484247183271,0.0367607777219988,1
"lcl|AE014297.3_gene_3729",0.916272536577879,7.65040960698298,0.0368860883837753,1
"lcl|AE013599.5_gene_1624",1.26552344677864,6.89181941294916,0.0370389294949865,1
"lcl|AE014296.5_gene_572",-1.26732324021812,6.89135622300613,0.0370689522839813,1
"lcl|AE013599.5_gene_1711",1.07857293282112,7.30862139263382,0.0376679699025594,1
"lcl|AE014134.6_gene_375",1.412347935639,6.69200742055297,0.0379095942076565,1
"lcl|AE014297.3_gene_248",-0.782778026320418,8.04987065561716,0.0381278303872855,1
"lcl|AE014134.6_gene_3213",-1.2650451627645,6.8909025910735,0.0384904635219841,1
"lcl|NC_004354.4_gene_115",1.164531953228,7.06720667030593,0.0387886438174066,1
"lcl|AE014134.6_gene_2829",-1.17009157773991,7.06664003976415,0.0389646174749765,1
"lcl|AE014296.5_gene_445",-2.18866130597397,5.9285260055173,0.0390524659576883,1
"lcl|AE014297.3_gene_2546",-1.91719829498081,6.13134895553118,0.0394914911087383,1
"lcl|AE013599.5_gene_1131",-1.56213313384812,6.60924807588793,0.0396502328441956,1
"lcl|AE014134.6_gene_565",1.16823462644954,7.06376081703031,0.0397980096184348,1
"lcl|AE014134.6_gene_1448",2.7218403932336,5.69343221082642,0.0400710411195924,1
"lcl|AE014297.3_gene_3218",2.72184546121321,5.69343221082642,0.0400896773322854,1
"lcl|AE014134.6_gene_1825",-1.25182153190481,7.00238684209904,0.0402065097530488,1
"lcl|NC_004354.4_gene_1074",2.72109548764569,5.69444977354659,0.0406454829682534,1
"lcl|NC_004354.4_gene_750",2.72109414361851,5.69444977354659,0.0406500575815097,1
"lcl|AE014297.3_gene_1172",2.72109279260513,5.69444977354659,0.0406546561804451,1
"lcl|AE013599.5_gene_194",-2.72355039299099,5.69412138301079,0.0406997293907932,1
"lcl|AE013599.5_gene_193",-2.72355160231357,5.69412138301079,0.0407111743500718,1
"lcl|AE014296.5_gene_159",-0.693650377635893,8.75502562461854,0.0407593199088085,1
"lcl|AE013599.5_gene_692",0.582398694122244,10.6314201073902,0.0407623664210155,1
"lcl|AE013599.5_gene_849",1.164785100252,7.06744134540304,0.0408829712774497,1
"lcl|AE014134.6_gene_2488",2.18551358186397,5.92947129534878,0.0411813814927616,1
"lcl|AE014297.3_gene_3502",-1.46453265133894,6.55959505644228,0.0414175156474633,1
"lcl|AE014297.3_gene_811",-2.72231867177191,5.69310400586683,0.0414686851324499,1
"lcl|NC_004354.4_gene_183",-2.18875161763689,5.92878387940652,0.0415040011877429,1
"lcl|AE014296.5_gene_20",-2.18819836946519,5.92726357392864,0.0415076394425627,1
"lcl|NC_004354.4_gene_309",-2.7226407580674,5.69284307731051,0.0415686662834952,1
"lcl|AE014297.3_gene_274",-2.1875202253703,5.92777898355317,0.0416444661736992,1
"lcl|AE014296.5_gene_1748",1.91076210197645,6.13014484880655,0.0420769546734784,1
"lcl|AE014134.6_gene_2550",-1.46790990935395,6.56127084815868,0.0421178165944685,1
"lcl|AE013599.5_gene_2048",-1.41888113470665,6.69637828987951,0.0425122795543543,1
"lcl|AE013599.5_gene_2726",2.72202408877537,5.6931712346929,0.0425227755378143,1
"lcl|AE014296.5_gene_1621",1.03827338922446,7.27760734435944,0.0426930154946031,1
"lcl|AE014134.6_gene_1069",-1.03719880977846,7.27720225407862,0.0427309001245826,1
"lcl|AE014296.5_gene_3252",-0.867454609290196,7.79918687472782,0.0429900027806111,1
"lcl|NC_004354.4_gene_2657",0.468496325034111,12.8104807494906,0.0431242178245007,1
"lcl|AE014296.5_gene_531",-1.72400544443034,6.72937590098874,0.0434556849366063,1
"lcl|AE014134.6_gene_3407",-0.693109198782725,8.38937809792903,0.0434905512736503,1
"lcl|AE014297.3_gene_1844",0.576470189549739,8.88080415209167,0.0435830189613724,1
"lcl|NC_004354.4_gene_1579",-0.656478540747533,8.78121846758904,0.0438737477169913,1
"lcl|AE014134.6_gene_2455",2.72079999094213,5.69471094811711,0.0438817965926459,1
"lcl|AE014134.6_gene_318",-1.08930433869999,7.21774423261258,0.0439532373413477,1
"lcl|AE014134.6_gene_1077",1.39755972250792,6.69602654607498,0.0443265292059599,1
"lcl|NC_004354.4_gene_2445",-4.97458825632765,5.60242658931892,0.0451604864764378,1
"lcl|AE013599.5_gene_3597",-2.72800845706394,5.69487813149558,0.0452977294451533,1
"lcl|AE014296.5_gene_2807",-4.62632700184595,5.41175197051592,0.0455413448784681,1
"lcl|AE013599.5_gene_3071",-0.690951886248412,10.8232869445031,0.0455773179766154,1
"lcl|AE014296.5_gene_3185",-1.53831837397111,6.41279598123613,0.0461632315892243,1
"lcl|AE014297.3_gene_3215",-0.64566558842543,8.52517679469582,0.0466351290057346,1
"lcl|AE014297.3_gene_1023",2.18495362907572,5.92795041055261,0.0466928276422716,1
"lcl|AE014296.5_gene_551",-0.915148254628379,7.5852690572675,0.0469262903126991,1
"lcl|AE014296.5_gene_3157",1.53601636980031,6.41415841580489,0.047289433573316,1
"lcl|NC_004354.4_gene_2467",-2.18257539657413,5.92677467177164,0.0474150716377906,1
"lcl|AE014296.5_gene_349",1.30013669451733,6.77393217672245,0.0480113370699524,1
"lcl|AE014296.5_gene_1207",1.18577202383338,6.96181602936737,0.0481217041933396,1
"lcl|AE013599.5_gene_1978",4.63758409478131,5.41324250326348,0.0483263127989262,1
"lcl|AE014297.3_gene_2373",-0.951434280589486,7.46675188862019,0.0485905970728759,1
"lcl|AE013599.5_gene_3462",-0.588174246221906,8.86712084111868,0.0489221770066051,1
"lcl|AE014134.6_gene_3077",1.03625886193497,7.64647163705019,0.049024854360191,1
"lcl|NC_004354.4_gene_2070",1.27462989464539,7.69944439437084,0.0495115158260425,1
"lcl|AE014297.3_gene_2724",-1.3000032982067,6.7761429013722,0.0498202598173394,1
